id,Event,Site,Date,White,Black,Result,BlackElo,ECO,WhiteElo,WhiteWon,BlackWon
949462,FIDE GP,Dubai UAE,2002,"Morozevich,A","Grischuk,A",1-0,2671,C89,2742,1,0
950453,FIDE GP,Dubai UAE,2002,"Leko,P","Grischuk,A",1/2-1/2,2671,C89,2713,0,0
951028,III Open,Dos Hermanas ESP,2002,"Del Rio Angelis,S","Illescas Cordoba,M",1/2-1/2,2580,C89,2509,0,0
951905,Eurotel Trophy,Prague CZE,2002,"Grischuk,A","Tkachiev,V",1/2-1/2,2633,C89,2702,0,0
952731,Tanta Open,Tanta City EGY,2002,"Anwar,A","Hendawy,Adel",1-0,,C89,2128,1,0
953548,ISYG-M16,Moscow RUS,2002,"Maletin,P","Bagretsov,Anton",1-0,,C89,2313,1,0
954124,Open Championships,Paris FRA,2002,"Dourerassou,J","Valluet,B",1-0,,C89,2115,1,0
954936,10th WCCC,Maastricht NED,2002,DEEP JUNIOR 7,SJENG MAASTRICHT,1-0,,C89,,1,0
955702,Open Aegean Ch,Ikaros GRE,2002,"Lekic,D","Howell,D",1/2-1/2,2211,C89,2410,0,0
956360,2nd Summer Open,Savaria HUN,2002,"Remete,Z","Adam,O",1-0,2147,C89,2042,1,0
956978,It,Sudak UKR,2002,"Kuzmin,G","Malinin,V",0-1,2434,C89,2512,0,1
957400,FSFM August,Budapest HUN,2002,"Pali,G","Adam,O",1-0,2147,C89,2033,1,0
958049,11th Open,Kavala GRE,2002,"Kotronias,V","De Vreugt,D",0-1,2477,C89,2578,0,1
958890,Open,Birstonas LIT,2002,"Traczewski,W","Petraitis,G",0-1,2093,C89,,0,1
959458,ch-RUS,Krasnodar RUS,2002,"Lastin,A","Smirnov,P",1/2-1/2,2539,C89,2625,0,0
960016,ch-PER w,Lima PER,2002,"Mendoza,S","Alejandro,Liz",1-0,,C89,,1,0
960895,Essent Open,Hoogeveen NED,2002,"Alekseev,E","De Vreugt,D",1-0,2501,C89,2593,1,0
961590,Olympiad,Bled SLO,2002,"Mamadshoev,M","Mrad,C",1-0,2027,C89,2263,1,0
962107,10th Chigorin Mem B,St Petersburg RUS,2002,"Ganzhurov,R","Zemtsov,I",0-1,2321,C89,2220,0,1
962627,Olympiad,Bled SLO,2002,"Davila,C","Neumann,Ha",1-0,2211,C89,2349,1,0
963063,Olympiad w,Bled SLO,2002,"Martinez,AleiJ","Hallaeva,B",1/2-1/2,2163,C89,2203,0,0
964239,WYb14,Heraklio GRE,2002,"Kononenko,D","Kralovic,A",1-0,2055,C89,2376,1,0
964909,Kubanskaja Osen,Krasnodar RUS,2002,"Panarin,M","Geller,J",1-0,2433,C89,2445,1,0
965916,19th WJun Girls,Goa IND,2002,"Jennitha,A","Santana,Iara",1-0,,C89,1989,1,0
966518,XV Carlos Torre,Merida MEX,2002,"Rosas Garcia,C","Garcia,Ri",0-1,2275,C89,2002,0,1
967213,11th Donau Open,Aschach AUT,2002,"Sandhoefner,F","Lehner,Johannes",1-0,,C89,2259,1,0
967607,US Amateur Team East,Parsippany NJ USA,2003,"Allen,E","Sheinfeld,Brian",1-0,,C89,2196,1,0
968523,Edda Rapid,Reykjavic ISL,2003,"Johannsson,Hjortur","Bergsson,S",0-1,2021,C89,,0,1
968972,ch-Serbia,Dimitrovgrad YUG,2003,"Djokic,Neb","Brenjo,S",1/2-1/2,2427,C89,2266,0,0
969756,2nd March Masters,San Francisco USA,2003,"Thiel,P","Thornally,F",0-1,2280,C89,,0,1
970326,4th Karpov It,Poikovsky RUS,2003,"Bologan,V","Onischuk,Al",1/2-1/2,2647,C89,2663,0,0
970862,Commonwealth Ch,Mumbai IND,2003,"Deshmukh,A","Vijayalakshmi,S",0-1,2414,C89,2302,0,1
971789,National I,Clermont-Ferrand FRA,2003,"Dorfman,J","Tkachiev,V",1/2-1/2,2643,C89,2610,0,0
972436,67th ch-BUL,Sofia BUL,2003,"Georgiev,Kr","Karakehajov,K",1/2-1/2,2273,C89,2516,0,0
972841,TCh-Serbia & Montenegro,Budva YUG,2003,"Andrijevic,M","Brenjo,S",0-1,2427,C89,2383,0,1
973424,4th IECC,Istanbul TUR,2003,"Kotronias,V","Beliavsky,A",1-0,2649,C89,2597,1,0
973959,Final Coupe de France,Senat FRA,2003,"Bauer,Ch","Adams,Mi",1/2-1/2,2723,C89,2582,0,0
974530,4th IECC,Istanbul TUR,2003,"Georgiev,Ki","Aronian,L",1/2-1/2,2606,C89,2647,0,0
975428,It,Enghien les Bains FRA,2003,"Polgar,Ju","Adams,Mi",1/2-1/2,2723,C89,2715,0,0
975917,WJun,Nakhchivan AZE,2003,"Werle,J","Azarov,S",1/2-1/2,2530,C89,2404,0,0
976941,2nd Open,Condom FRA,2003,"Moreau,Philippe","Benmesbah,Natacha",0-1,,C89,,0,1
977386,13th S&WYM,Millfield School ENG,2003,"Mah,K","Dearing,E",1/2-1/2,2367,C89,2418,0,0
977943,ch-GBR,Edinburgh SCO,2003,"Gallagher,Jo","Vijayalakshmi,S",1/2-1/2,2435,C89,2520,0,0
978735,4th It,Montreal CAN,2003,"Bluvshtein,M","Onischuk,Al",0-1,2657,C89,2447,0,1
979377,It,Dortmund GER,2003,"Bologan,V","Naiditsch,A",1-0,2574,C89,2650,1,0
979962,HZ Open,Vlissingen NED,2003,"Nisipeanu,LD","Kasimdzhanov,R",1/2-1/2,2664,C89,2666,0,0
980459,Ordix Open,Mainz GER,2003,"Iordachescu,V","Aronian,L",1/2-1/2,2649,C89,2606,0,0
981288,9th Open,Pilsen-Lobzy CZE,2003,"Kovarik,J","Szarowski,Daniel",1-0,,C89,2007,1,0
982125,14th Sommerpokal,Recklinghausen GER,2003,"Terwey,M","Michalczak,T",0-1,2333,C89,2101,0,1
982785,Open,Porto San Giorgo ITA,2003,"Delizia,C","Casella,Fulvio",1-0,,C89,2219,1,0
983497,14th Sommerpokal,Recklinghausen GER,2003,"Weisskopf,L","Lang,Daniel",1-0,,C89,2132,1,0
984131,European GP,Izmir TUR,2003,"Ogsuz,Mustafa","Demir,Hilmi Mustafa",0-1,,C89,,0,1
984892,ch-LIB,Beruit LIB,2003,"El Ouzeir,Nabil","Ghossen,Mohamad",1/2-1/2,,C89,,0,0
985297,European GP,Izmir TUR,2003,"Chkhaidze,Ni","De Vreugt,D",0-1,2459,C89,2155,0,1
985914,1st League TCh-SCG,Budva SCG,2003,"Velimirovic,D","Brenjo,S",1/2-1/2,2424,C89,2471,0,0
986395,14th ch-NATO,Hoevelte DEN,2003,"Baris,Erkan","Parker,Glen",1-0,,C89,,1,0
987053,Tatry Open,Tatranske Zruby SVK,2003,"Meszaros,Mi","Soldan,J",1-0,2018,C89,2292,1,0
987885,ch-IRI,Mashad IRI,2003,"Maroofkhani,Kian","Lamaie,Hossein",0-1,,C89,,0,1
988775,12th Monarch Assurance,Port Erin IOM,2003,"Del Rio Angelis,S","Hebden,M",1-0,2544,C89,2479,1,0
989674,ch-IRI,Mashad IRI,2003,"Abedi,Ali","Lamaie,Hossein",1/2-1/2,,C89,,0,0
990558,ECC,Rethymnon GRE,2003,"Grischuk,A","Khalifman,A",1/2-1/2,2678,C89,2732,0,0
991016,ECC,Rethymnon GRE,2003,"Schlosser,M","Bitansky,I",1/2-1/2,2378,C89,2367,0,0
991721,2nd League TCh-SCG,Belgrade SCG,2003,"Nikolic,Sa1","Pjevovic,B",0-1,2232,C89,2284,0,1
992669,EuTCh,Plovdiv BUL,2003,"Kveinys,A","Beliavsky,A",1/2-1/2,2667,C89,2495,0,0
993107,ch-Africa,Abuja NGR,2003,"Olape,B","Bhawoodien,Shabier",1/2-1/2,,C89,2273,0,0
993631,GpB,Cap D'Agde FRA,2003,"Leko,P","Anand,V",0-1,2766,C89,2722,0,1
994325,GpB,Cap D'Agde FRA,2003,"Polgar,Ju","Shirov,A",1/2-1/2,2737,C89,2722,0,0
994766,GpB,Cap D'Agde FRA,2003,"Polgar,Ju","Grischuk,A",1/2-1/2,2732,C89,2722,0,0
995133,TCh-SLO,Celje SLO,2003,"Kovac,B","Pinter,A",1-0,2079,C89,2294,1,0
995544,TCh-SLO,Celje SLO,2003,"Palac,M","Beliavsky,A",1-0,2667,C89,2534,1,0
996086,NAO Consultation Match,Paris FRA,2003,TEAM N OJJEH,TEAM I NATAF,1/2-1/2,,C89,,0,0
996682,Open,Santo Domingo DOM,2003,"Luther,T","De Vreugt,D",1/2-1/2,2451,C89,2580,0,0
997571,22nd SEA Games Standard w,Ho Chi Minh City VIE,2003,Lim Jean Nie,Dk. Khalilah Khashiem,1-0,,C89,2138,1,0
997995,87th Marshall CCC,New York USA,2003,"West,J","Kopiecki,Edward",0-1,,C89,2230,0,1
999085,II Open,San Salvador ESA,2003,"Martinez,Ne","Rios,C",1-0,2100,C89,2076,1,0
999715,Bundesliga 2003-4,Bremen GER,2003,"Shirov,A","Bacrot,E",1-0,2664,C89,2737,1,0
1000245,6th Masters,Belfort FRA,2003,"Fressinet,L","Hamdouchi,H",1/2-1/2,2588,C89,2654,0,0
1000954,7th White Tower Open,Thessaloniki GRE,2003,"Baltzopoulos,Georgios","Hondrogiannis,S",1/2-1/2,2236,C89,,0,0
1001558,Lindsborg Open,Kansas USA,2003,"Nedev,T","Mitkov,N",1/2-1/2,2530,C89,2480,0,0
1001952,ITAG,Basel SUI,2004,"Sokolov,And1","Jenni,F",1-0,2518,C89,2585,1,0
1002824,Open,Praha CZE,2004,"Soutner,Jaroslav","Nemcova,Kristyna",0-1,,C89,,0,1
1003437,Gibraltar Masters,Catalan Bay ENG,2004,"Williams,P","O'Toole,George",0-1,,C89,2279,0,1
1003920,Gibraltar Masters,Catalan Bay ENG,2004,"Chandler,M","Hebden,M",1-0,2549,C89,2508,1,0
1004534,5th Montenegro Open,Sozina SCG,2004,"Guid,M","Vajda,S",1/2-1/2,2382,C89,2239,0,0
1005110,ch-TUR,Kusadasi TUR,2004,"Keler,F","Citak,S",0-1,2136,C89,2176,0,1
1005884,ch-TUR,Kusadasi TUR,2004,"Gumustas,Ilgaz","Karamahmutoglu,E",0-1,2045,C89,,0,1
1006321,21st Open,Reykjavik ISL,2004,"Korneev,O","Pokorna,Reg",1-0,2390,C89,2566,1,0
1006886,70th ch-BLR,Minsk BLR,2004,"Novitzkij,D","Azarov,S",0-1,2551,C89,2408,0,1
1007410,TCh-SWE 2003-4,Goteborg SWE,2004,"Andersson,G1","Lindeman,Sv",0-1,2230,C89,2194,0,1
1008053,14th Asian Cities,Tagaytay City PHI,2004,Huynh Lam Minh Nguyen,Soon Wei Yee,1/2-1/2,,C89,,0,0
1008516,Bundesliga 2003-4,Bremer GER,2004,"McShane,L","Almasi,Z",1/2-1/2,2633,C89,2651,0,0
1008955,2nd Western Pacific Open,Burbank USA,2004,"Rope,Adam","Yamada,Brent",1-0,,C89,,1,0
1009421,Asian U16g,Tehran IRI,2004,"Rahimi,Tara","Arnavaei,M",0-1,,C89,,0,1
1011458,7th St Quentin Open,Elancourt FRA,2004,"Fayolle,G","Plantet,M",0-1,2077,C89,2047,0,1
1012053,Mitropa Cup,Zemplinska Sirava SVK,2004,"Libiszewski,F","Plachetka,J",1/2-1/2,2448,C89,2441,0,0
1012820,Karadjordje-Serbia,Topola SCG,2004,"Goloshchapov,A","Ivanisevic,I",1/2-1/2,2550,C89,2569,0,0
1013147,ch-URU,Montevideo URU,2004,"Magaldi,N","De los Reyes,Mauro",1-0,,C89,2185,1,0
1013647,5th IECC,Antalya TUR,2004,"Naiditsch,A","Erturan,Y",1-0,2273,C89,2571,1,0
1014236,TCh-SCG,Petrovac SCG,2004,"Todorovic,GM","Brenjo,S",1/2-1/2,2464,C89,2548,0,0
1014569,TCh-NOR Final,Trondheim NOR,2004,"Mihajlov,Svetoslav","Moen,OC",0-1,2273,C89,,0,1
1016537,FIDE WCh KO,Tripoli LBA,2004,"Kotronias,V","Grischuk,A",0-1,2719,C89,2607,0,1
1017148,5th Kurass Mem,Kyiv UKR,2004,"Moliboga,V","Padalkin,Ilja",1-0,,C89,2329,1,0
1017625,19th North Sea Cup,Esbjerg DEN,2004,"Kristensen,Jor","Henriksen,Rene",1-0,,C89,2264,1,0
1018246,Open A,Klatovy CZE,2004,"Sott,P","Paldus,Petr",1/2-1/2,,C89,2116,0,0
1018998,ch-NED,Leeuwarden NED,2004,"Stellwagen,D","Van den Doel,E",1/2-1/2,2599,C89,2503,0,0
1019660,ch-CRC,San Jose CRC,2004,"Carvajal,J","Jimenez,Ju",1/2-1/2,2176,C89,2087,0,0
1020196,Open,Balatonlelle HUN,2004,"Remete,Z","Neubauer,H",0-1,2083,C89,2086,0,1
1021151,It B,Montreal CAN,2004,"Krnan,T","Tseitlin,Ma",1/2-1/2,2484,C89,2331,0,0
1021911,CCM4 Rapid Match,Mainz GER,2004,"Anand,V","Shirov,A",1-0,2725,C89,2782,1,0
1022761,I Fincas Mediterranea,Castelldefels ESP,2004,"Navarro Perez,M","Loehr Dols,Lluis",1/2-1/2,,C89,2075,0,0
1023303,It,Pune IND,2004,"Nisipeanu,LD","Beliavsky,A",1/2-1/2,2679,C89,2686,0,0
1023800,It,Pune IND,2004,"Nisipeanu,LD","Beliavsky,A",1/2-1/2,2679,C89,2686,0,0
1024350,Yanofsky Mem,Winnipeg CAN,2004,"Pierre,Rolland","Prince,Colin",1-0,,C89,,1,0
1024971,Yanofsky Mem,Winnipeg CAN,2004,"Milord,Frank","Geley,Shawn",0-1,,C89,,0,1
1025380,Yanofsky Mem,Winnipeg CAN,2004,"Nikouline,Alex","Hughey,M",0-1,2067,C89,,0,1
1026010,TCh-SCG Men,Budva SCG,2004,"Iordachescu,V","Vajda,L",1/2-1/2,2539,C89,2633,0,0
1026686,TCh-SCG Men,Budva SCG,2004,"Volokitin,And","Lastin,A",1/2-1/2,2611,C89,2638,0,0
1027261,SLO vs NED Juniors,Maribor SLO,2004,"Stellwagen,D","Beliavsky,A",1/2-1/2,2679,C89,2509,0,0
1027762,Monarch Assurance,Port Erin IOM,2004,"Kotronias,V","Nakamura,H",1-0,2601,C89,2608,1,0
1028486,20th ECC,Izmir TUR,2004,"Naiditsch,A","Ivanchuk,V",1-0,2705,C89,2611,1,0
1029220,WCh,Brissago SUI,2004,"Kramnik,V","Leko,P",0-1,2741,C89,2770,0,1
1029759,20th ECC,Izmir TUR,2004,"Azarov,S","Pinter,J",1/2-1/2,2512,C89,2556,0,0
1030410,36th Olympiad,Calvia ESP,2004,Leong Mun Wan,"Jenni,F",0-1,2503,C89,2205,0,1
1030941,36th Olympiad,Calvia ESP,2004,"Digesh,S","Press,S",0-1,2070,C89,2253,0,1
1031481,36th Olympiad,Calvia ESP,2004,"Kasimdzhanov,R","Onischuk,Al",1/2-1/2,2653,C89,2650,0,0
1032167,36th Olympiad,Calvia ESP,2004,"Shabalov,A","Aronian,L",0-1,2675,C89,2608,0,1
1032894,Corsica Masters KO,Bastia FRA,2004,"Bacrot,E","Anand,V",0-1,2781,C89,2718,0,1
1033568,WYb10,Heraklio GRE,2004,"Whitfield,Craig","Bortnyk,Mykola",0-1,,C89,,0,1
1034231,WYb16,Heraklio GRE,2004,"Chadaev,N","Bosiocic,Mari",1-0,2313,C89,2443,1,0
1034872,WYb10,Heraklio GRE,2004,Qu Ziyuan,"Svoysky,Dani",0-1,,C89,2242,0,1
1035324,XLIII WJun,Kochin IND,2004,"Smeets,J","Perdomo,L",0-1,2312,C89,2515,0,1
1035912,XLVIII TCh-ESP,Sanxenxo ESP,2004,"Arizmendi Martinez,J","Fressinet,L",1/2-1/2,2640,C89,2531,0,0
1036322,It,Subotica SCG,2004,"Arbutina,S","Vidic,S",1/2-1/2,2267,C89,2259,0,0
1036672,Stepchev Memorial,Kiev UKR,2004,"Nikolaets,Vladimir","Shchukin,Igor",0-1,,C89,,0,1
1037202,Asian Juniors Girls,Bikaner IND,2004,"Soumya,S","Pratibha,Y",1-0,2203,C89,2137,1,0
1037634,Corus A,Wijk aan Zee NED,2005,"Polgar,Ju","Svidler,P",1-0,2735,C89,2728,1,0
1038154,Corus B,Wijk aan Zee NED,2005,"Nijboer,F","Onischuk,Al",0-1,2652,C89,2549,0,1
1038808,Oceania zt,Auckland NZL,2005,"Mistry,P","Rujevic,M",0-1,2260,C89,2017,0,1
1039511,Gibraltar Masters,Caleta ENG,2005,"Nakamura,H","Aronian,L",1/2-1/2,2684,C89,2613,0,0
1040110,Aeroflot Open,Moscow RUS,2005,"Kotronias,V","Naiditsch,A",1/2-1/2,2623,C89,2585,0,0
1040496,76th ch-GER,Altenkirchen GER,2005,"Graf,A","Gustafsson,J",0-1,2616,C89,2637,0,1
1041006,XXII SuperGM,Linares ESP,2005,"Kasimdzhanov,R","Adams,Mi",1/2-1/2,2741,C89,2678,0,0
1041504,XXII SuperGM,Linares ESP,2005,"Leko,P","Kasimdzhanov,R",1/2-1/2,2678,C89,2749,0,0
1042580,Sozina Open,Bar SCG,2005,"Krivokapic,M","Lajthajm,B",0-1,2457,C89,2330,0,1
1043311,Acropolis GM Open,Athens GRE,2005,"Zahilas,L","Hadzimanolis,A",0-1,2303,C89,2211,0,1
1044198,Ettinger It,Givataim ISR,2005,"Kaplan,S","Volman,H",1-0,2197,C89,2346,1,0
1044636,Alpress Cup,Frydek Mistek CZE,2005,"Hradecky,I","Krzyzanowski,M",1-0,1942,C89,2096,1,0
1045472,Open,Coventry ENG,2005,"Klein,Cornelia","Chapman,K",0-1,1945,C89,,0,1
1046139,ch-EU,Cork IRL,2005,"Paramos Dominguez,R","Hebden,M",0-1,2521,C89,2391,0,1
1046688,Bundesliga 2005-6,Muelheim GER,2005,"Volokitin,And","Sargissian,G",1/2-1/2,2603,C89,2665,0,0
1047217,Weekender,Cork IRL,2005,"Kotronias,V","Hebden,M",1/2-1/2,2514,C89,2578,0,0
1047984,Bundesliga 2004-5,Hamburg GER,2005,"Nisipeanu,LD","Gustafsson,J",1/2-1/2,2627,C89,2670,0,0
1048595,CES,Northeim GER,2005,"Struk,J","Sobolevsky,L",0-1,2353,C89,2227,0,1
1049236,TCh-RUS,Sochi RUS,2005,"Ivanchuk,V","Grischuk,A",1/2-1/2,2724,C89,2739,0,0
1050102,55th ch-HUN,Kazincbarcika HUN,2005,"Almasi,Z","Gyimesi,Z",1/2-1/2,2595,C89,2628,0,0
1050583,ch-UKR sf,Alushta UKR,2005,"Rudak,V","Voynov,S",0-1,2199,C89,2366,0,1
1051155,TCh-ROM A,Tusnad ROM,2005,"Luther,T","Vajda,L",1-0,2541,C89,2524,1,0
1051614,TCh-ARG Magistral AFA,Buenos Aires ARG,2005,"Valerga,D","Perdomo,L",1/2-1/2,2332,C89,2498,0,0
1052071,14th CRO-Cup,Sibenik CRO,2005,"Purgar,Ivona","Jambresic,Jurica",1/2-1/2,,C89,,0,0
1052782,18th Rapid KO,Leon ESP,2005,"Carlsen,M","Anand,V",1/2-1/2,2785,C89,2548,0,0
1053310,6th ch-EURw,Chisinau MDA,2005,"Zakurdjaeva,I","Slavina,I",0-1,2415,C89,2260,0,1
1053916,6th ch-EURw,Chisinau MDA,2005,"Malysheva,P","Vajda,S",0-1,2391,C89,2301,0,1
1054594,6th EICC,Warsaw POL,2005,"Alekseev,Evgeny","Aronian,L",1/2-1/2,2693,C89,2597,0,0
1055228,6th EICC Qualification,Warsaw POL,2005,"Korneev,O","Sargissian,G",1-0,2630,C89,2611,1,0
1055880,DDS League,Dvorovi BIH,2005,"Djurkovic,M","Savic,Mih",1/2-1/2,2300,C89,2205,0,0
1056216,20th North Sea Cup,Esbjerg DEN,2005,"Kristensen,Jens","Jensen,John Klaus",0-1,,C89,,0,1
1056805,34th TCh-GRE,Ermioni Argolidas GRE,2005,"Vouldis,A","Gustafsson,J",0-1,2614,C89,2524,0,1
1057880,2nd Sanjin Hotel Cup,Tiayuan CHN,2005,Wang Hao,"Motylev,A",1/2-1/2,2675,C89,2512,0,0
1058629,WYb16,Belfort FRA,2005,"Huerga Leache,M","Brunello,S",1-0,2373,C89,2176,1,0
1059547,WYg18,Belfort FRA,2005,"Soumya,S","Stefan,E",0-1,2105,C89,2166,0,1
1060408,Open A,Pardubice CZE,2005,"Anisimov,P","Pedersen,Da",1-0,2296,C89,2492,1,0
1060995,Open,Saint Affrique FRA,2005,"Valet,G","Houard,Sebastien",0-1,,C89,2034,0,1
1061388,15th ETC,Gothenburg SWE,2005,"Gormally,D","Gustafsson,J",1/2-1/2,2614,C89,2557,0,0
1061801,XIII Adolfo Pedrido Mem,Vilagarcia de Arousa ESP,2005,"Lemos Vizcaya,T","Hernandez,Hold",0-1,2458,C89,2058,0,1
1062360,92nd ch-GBR,Douglas IOM,2005,"Fraser,J","De Coverly,R",1/2-1/2,2086,C89,1959,0,0
1062867,US Open,Phoenix USA,2005,"Kaliannan,Krishna","Berry,Jim",0-1,,C89,,0,1
1063403,ch-POR,Vila Real POR,2005,"Fernando,D","Fernandes,An",0-1,2444,C89,2440,0,1
1064115,Ada Open,Belgrade SCG,2005,"Vulin,M","Popovic,AM",1-0,2272,C89,2125,1,0
1064844,13th Open,Nikaia GRE,2005,"Spyropoulos,G","Aggelis,N",0-1,1953,C89,2086,0,1
1065377,13th Open,Nikaia GRE,2005,"Tsomis,D","Panagiotakos,N",1-0,1961,C89,2192,1,0
1065924,VII Sants Open,Barcelona ESP,2005,"Nisipeanu,LD","Handke,F",1-0,2460,C89,2679,1,0
1066420,Open A,Trieste ITA,2005,"Pasquotto,Mirko","Brunello,S",0-1,2373,C89,,0,1
1067662,58th ch-RUS Semi-Final,Kazan RUS,2005,"Motylev,A","Tkachiev,V",1-0,2625,C89,2675,1,0
1068556,Open A,Hamburg GER,2005,"Ernst,T","Schoenberger,P",1/2-1/2,2199,C89,2475,0,0
1069270,WCh-FIDE,San Luis ARG,2005,"Anand,V","Svidler,P",1/2-1/2,2738,C89,2788,0,0
1069905,Open A,Hamburg GER,2005,"Buchholz,R","Haack,Stefan",1/2-1/2,,C89,2016,0,0
1070234,WCh-FIDE,San Luis ARG,2005,"Polgar,Ju","Adams,Mi",1/2-1/2,2719,C89,2735,0,0
1070849,Open A,Hamburg GER,2005,"Lingnau,D","Titgemeyer,Thomas",1/2-1/2,,C89,1905,0,0
1071270,Cupa ULIM,Kishinev MDA,2005,"Semchiv,E","Socoloveac,R",1-0,2011,C89,1895,1,0
1071977,WCh-FIDE,San Luis ARG,2005,"Polgar,Ju","Svidler,P",1/2-1/2,2738,C89,2735,0,0
1072620,Goodbye Summer Open,Omis CRO,2005,"Milosavljevic,J","Ivic,M",0-1,2219,C89,2082,0,1
1073154,SCG First League m,Vrnjacka Banja SCG,2005,"Kotronias,V","Pavlovic,Milo",1-0,2507,C89,2626,1,0
1073906,TCh-HUN 2005-6,Hungary HUN,2005,"Acs,P","Vajda,L",1/2-1/2,2547,C89,2518,0,0
1074574,British Rapidplay,Halifax ENG,2005,"Gormally,D","Hebden,M",1/2-1/2,2514,C89,2566,0,0
1074989,WJun,Instanbul TUR,2005,"Zhigalko,A","Perdomo,L",1-0,2373,C89,2537,1,0
1075714,WJun,Instanbul TUR,2005,"L'Ami,E","Nyback,T",1/2-1/2,2563,C89,2541,0,0
1076308,WJun,Instanbul TUR,2005,"Zhigalko,A","Livshits,G",1/2-1/2,2381,C89,2537,0,0
1077116,18th Belgrade Trophy,Obrenovac SCG,2005,"Volas,N","Dimitrievski,D",0-1,2260,C89,2146,0,1
1077583,FSGMB December,Budapest HUN,2005,"Kargin,A","Vajda,L",1/2-1/2,2547,C89,2406,0,0
1078285,WCC,Khanty Mansyisk RUS,2005,"Bacrot,E","Aronian,L",1/2-1/2,2724,C89,2725,0,0
1078778,WCC Places 3-4,Khanty Mansyisk RUS,2005,"Bacrot,E","Grischuk,A",1/2-1/2,2720,C89,2725,0,0
1079135,XXXV Rilton Cup,Stockholm SWE,2005,"Lindberg,Be","Nyback,T",0-1,2563,C89,2420,0,1
1079801,Corus B,Wijk aan Zee NED,2006,"Stellwagen,D","Vescovi,G",0-1,2633,C89,2573,0,1
1080507,Corus B,Wijk aan Zee NED,2006,"Motylev,A","Beliavsky,A",1/2-1/2,2626,C89,2638,0,0
1081280,Winter Open,Belgrade SCG,2006,"Starcevic,G","Brujic,B",1-0,2253,C89,2179,1,0
1081845,Aeroflot Open,Moscow RUS,2006,"Motylev,A","Sargissian,G",1-0,2603,C89,2638,1,0
1082633,22nd Open,Cappelle la Grande FRA,2006,"Goloshchapov,A","Azarov,S",1/2-1/2,2581,C89,2533,0,0
1083143,TCh-NED 2005-6,Netherlands NED,2006,"Van Haastert,E","Van Delft,M",1-0,2385,C89,2408,1,0
1083700,2nd Bundesliga Mitte 2005-6,Austria AUT,2006,"Haba,P","Vajda,L",1/2-1/2,2526,C89,2519,0,0
1084314,4NCL 2005-06,Birmingham ENG,2006,"Ciuksyte,D","Van Weersel,A",1-0,2169,C89,2370,1,0
1084974,7th ch-Euro,Kusadasi TUR,2006,"Brkic,A","Naiditsch,A",1/2-1/2,2657,C89,2506,0,0
1087157,TCh-HUN 2005-6,Hungary HUN,2006,"Almasi,Z","Gyimesi,Z",1-0,2614,C89,2657,1,0
1087696,7th ch-Euro,Kusadasi TUR,2006,"Kurnosov,I","Azarov,S",1/2-1/2,2581,C89,2517,0,0
1088240,VII TCh-RUS w,Sochi RUS,2006,"Sudakova,I","Deriabina,S",1/2-1/2,2101,C89,2391,0,0
1089138,RC SPORT Open,Usti nad Orlici CZE,2006,"Taslar,Karel","Papacek,M",0-1,1964,C89,,0,1
1089863,4th TCh-SCG,Vrnjacka Banja SCG,2006,"Todorovic,J","Brenjo,S",0-1,2484,C89,2371,0,1
1090361,Geller Mem,Moscow RUS,2006,"Sambuev,B","Khruschiov,A",0-1,2408,C89,2489,0,1
1090837,Mtel Masters,Sofia BUL,2006,"Anand,V","Bacrot,E",1/2-1/2,2708,C89,2803,0,0
1091596,37th Olympiad,Turin ITA,2006,"Kotronias,V","Nyback,T",1-0,2563,C89,2598,1,0
1092474,37th Olympiad,Turin ITA,2006,"Kotronias,V","Vescovi,G",1/2-1/2,2622,C89,2598,0,0
1093286,25th OCF NAO Open,Stillwater USA,2006,"Trammell,G","Graham,Shaun",0-1,,C89,2086,0,1
1093720,37th Olympiad,Turin ITA,2006,"Badri,N","Dias,P",0-1,2371,C89,2158,0,1
1094306,37th Olympiad,Turin ITA,2006,"Karjakin,Sergey","Grischuk,A",1/2-1/2,2719,C89,2661,0,0
1094845,37th Olympiad,Turin ITA,2006,"Hansen,SuB","Gyimesi,Z",1/2-1/2,2614,C89,2555,0,0
1095390,Aerosvit GM,Foros UKR,2006,"Volokitin,And","Ponomariov,R",1-0,2738,C89,2660,1,0
1096291,Open A,Voronezh RUS,2006,"Tkachuk,A","Nadeev,S",0-1,2307,C89,2160,0,1
1097015,56th ch-RUS w Top League,Orel RUS,2006,"Komiagina,M","Shadrina,T",1-0,2371,C89,2341,1,0
1097718,II Balazs-Diak Cup U-18,Balatonlelle HUN,2006,"Fodor,I2","Radnai,A",1/2-1/2,2226,C89,2214,0,0
1098390,3rd St Nikolay GM,Mionica SCG,2006,"Andonov,B","Savic,Miod1",0-1,2518,C89,2391,0,1
1098911,3rd St Nikolay GM,Mionica SCG,2006,"Nurkic,S","Muratovic,A",0-1,2445,C89,2395,0,1
1099396,Sunny Pawn Open,Illichevsk UKR,2006,"Reshetniak,Vitaly","Haraus,Sergey",0-1,,C89,,0,1
1099920,MTO Open,Biel SUI,2006,"Arizmendi Martinez,J","Nemet,I",1-0,2353,C89,2542,1,0
1100463,4th Marx György Mem,Paks HUN,2006,"Acs,P","Harikrishna,P",0-1,2682,C89,2520,0,1
1101131,4th Marx György Mem,Paks HUN,2006,"Almasi,Z","Harikrishna,P",0-1,2682,C89,2672,0,1
