id,Event,Site,Date,White,Black,Result,BlackElo,ECO,WhiteElo,White Short Castle,White Long Castle,Black Short Castle,Black Long Castle,Opposite side castling,WhiteWon,BlackWon,Moves,WhiteFinalPiecesCount,BlackFinalPiecesCount,FinalPiecesCount,QueenTrade
1596062,Uppsala Sportlov 2015,Uppsala ,2015,"Pinheiro Diamant,Jonatan","Cardenas,William",0-1,1775,C89,,1,0,1,0,0,0,1,28,9,7,16,0
1596582,16th ch-EUR Indiv 2015,Jerusalem ,2015,"Smirin,I","Kravtsiv,M",1/2-1/2,2565,C89,2650,1,0,1,0,0,0,0,16,12,11,23,0
1596968,16th ch-EUR Indiv 2015,Jerusalem ,2015,"Ferreira,Jor1","Melkumyan,H",0-1,2673,C89,2427,1,0,1,0,0,0,1,53,2,3,5,1
1597772,16th ch-EUR Indiv 2015,Jerusalem ,2015,"Givon,A","Zanan,E",1-0,2327,C89,2473,1,0,1,0,0,1,0,65,6,3,9,0
1598709,ch-USA 2015,Saint Louis ,2015,"Sevian,Samuel","Naroditsky,D",1/2-1/2,2633,C89,2531,1,0,1,0,0,0,0,30,9,8,17,0
1599252,ch-USA 2015,Saint Louis ,2015,"So,W","Onischuk,Al",1-0,2665,C89,2788,1,0,1,0,0,1,0,36,6,6,12,1
1599850,Vugar Gashimov Mem 2015,Shamkir ,2015,"Anand,V","Carlsen,M",1/2-1/2,2863,C89,2791,1,0,1,0,0,0,0,54,5,5,10,1
1600656,Japfa GM 2015,Jakarta ,2015,"Sean,W","Sukandar,I",1/2-1/2,2415,C89,2428,1,0,1,0,0,0,0,24,13,12,25,0
1601107,ch-MGL w 2015,Ulan Bator ,2015,"Amina,Battsooj","Sarantungalag,S",1/2-1/2,1986,C89,1458,1,0,1,0,0,0,0,55,3,1,4,1
1601935,ch-ROU 2015,Calimanesti-Caciulata ,2015,"Lupulescu,C","Georgescu,T",1-0,2477,C89,2631,1,0,1,0,0,1,0,34,7,7,14,0
1602526,12th V. Nabokov Mem IM,Kyiv ,2015,"Grinev,V","Gorbanovsky,O",1/2-1/2,2311,C89,2398,1,0,1,0,0,0,0,32,6,8,14,0
1603089,ch-MGL w 2015,Ulan Bator ,2015,"Otgonsuvd,Batsaikhan","Sarantungalag,S",0-1,1986,C89,,1,0,1,0,0,0,1,51,6,7,13,1
1603852,4NCL 2014-15,Hinckley Island ,2015,"Robson,Caroline J","Hebden,M",0-1,2498,C89,1573,1,0,1,0,0,0,1,24,12,10,22,0
1604316,Skakmot odlinga 2015,Reykjavik ,2015,"Thorsteinsdottir,G","Kristinsson,Ogmundur",0-1,2031,C89,1956,1,0,1,0,0,0,1,29,9,9,18,0
1604852,Manchester May IM 2015,Manchester ,2015,Yuan Yuanling,"Akylbekov,Nasyr",0-1,2228,C89,2270,1,0,1,0,0,0,1,40,7,7,14,0
1605512,16th ch-EUR Indiv w 2015,Chakvi ,2015,"Mammadzada,G","Batsiashvili,N",0-1,2473,C89,2336,1,0,1,0,0,0,1,37,9,10,19,0
1606121,TCh-CRO Final 2015,Sibenik ,2015,"Zelic,Z","Brkic,A",1/2-1/2,2604,C89,2378,1,0,1,0,0,0,0,31,8,7,15,1
1606668,ch-EUR Rapid Women 2015,Kutaisi ,2015,"Mammadzada,G","Tereladze,S",1-0,2128,C89,2336,1,0,1,0,0,1,0,60,5,3,8,1
1607557,TCh-FRA Top 12 2015,Montpellier ,2015,"Solodovnichenko,Y","Milliet,S",1-0,2369,C89,2592,1,0,1,0,0,1,0,35,9,6,15,0
1608159,Mitropa Cup Women 2015,Zillertal ,2015,"Schnegg,A","Novosadova,K",1/2-1/2,2211,C89,2054,1,0,1,0,0,0,0,35,8,8,16,0
1608753,19th Voronezh Master Open,Voronezh ,2015,"Strelnikov,S","Sizintsev,Alexey",1-0,2150,C89,2377,1,0,1,0,0,1,0,56,6,4,10,1
1609595,8th Asrian Memorial 2015,Yerevan ,2015,"Zhigalko,A","Petrosyan,T1",0-1,2423,C89,2586,1,0,1,0,0,0,1,50,6,7,13,0
1610359,8th Sveins Memorial,Oslo ,2015,"Nass,Sara","Sjoberg,Isak",1/2-1/2,1881,C89,1611,1,0,1,0,0,0,0,38,10,9,19,1
1610987,8th Sveins Memorial,Oslo ,2015,"Amarapala,Sheroni","Sjoberg,Isak",0-1,1881,C89,1148,1,0,1,0,0,0,1,49,5,6,11,0
1611752,Golden Prague Open 2015,Prague ,2015,"Aubrecht,Petr","Vitek,Jan",0-1,1778,C89,1714,1,0,1,0,0,0,1,18,10,11,21,0
1612150,43rd Sparkassen Open,Dortmund ,2015,"Hartung,T2","Steinmetzer,T",0-1,2187,C89,2012,1,0,1,0,0,0,1,31,9,8,17,0
1612698,Oceania Zonal 2015,Cammeray ,2015,"Solomon,SJ","Press,Harry",1-0,1889,C89,2365,1,0,1,0,0,1,0,48,6,4,10,1
1613437,11th Baltic Pearl Open,Lazy ,2015,"Nowak,L2","Miturova,M",1/2-1/2,2149,C89,2116,1,0,1,0,0,0,0,32,8,8,16,0
1613998,40th Vsetin Open 2015,Vsetin ,2015,"Trcalek,David","Mieres,Petr",1-0,1850,C89,1679,1,0,1,0,0,1,0,39,8,7,15,0
1614641,35th Benasque Open 2015,Benasque ,2015,"Vocaturo,D","Ubilava,E",1/2-1/2,2480,C89,2572,1,0,1,0,0,0,0,52,7,5,12,0
1615432,XVII Sant Marti Open 2015,Barcelona ,2015,"Tateo,Ida","Cervello I Tost,Roger",0-1,1960,C89,1301,1,0,1,0,0,0,1,32,7,8,15,1
1616002,TCh-EUR Youth U18 2015,Karpacz ,2015,"Markoja,S","Gorbanovsky,O",0-1,2308,C89,2276,1,0,1,0,0,0,1,47,6,6,12,0
1616733,ch-Francophonie 2015,Montreal ,2015,"Bonne-Annee,Jean-Phillippe","Renaux,O",0-1,1918,C89,,1,0,1,0,0,0,1,29,8,8,16,0
1617268,105 Jahre FC St. Pauli Op,Hamburg ,2015,"Stein,Robert","Schulz,Han",0-1,1912,C89,2035,1,0,1,0,0,0,1,29,10,8,18,0
1617797,105 Jahre FC St. Pauli Op,Hamburg ,2015,"Sieber,Fiona","Winterberg,L",0-1,2311,C89,2122,1,0,1,0,0,0,1,41,6,7,13,1
1618470,ch-Francophonie 2015,Montreal ,2015,"Johnson-Constantin,Matthieu","Bonne-Annee,Jean-Phillippe",1-0,,C89,,1,0,1,0,0,1,0,51,5,2,7,1
1619277,TCh-CHN 2015,China ,2015,Xu Huahua,Wang Doudou,1/2-1/2,2205,C89,2105,1,0,1,0,0,0,0,31,9,6,15,1
1619828,Primorsky Debut 2015,Vladivostok ,2015,"Savchenko,B","Sek,K",1/2-1/2,2432,C89,2566,1,0,1,0,0,0,0,66,3,2,5,1
1620783,TCh-TUR First League 2015,Konya ,2015,"Bajarani,U","Melkumyan,H",1-0,2633,C89,2515,1,0,1,0,0,1,0,28,10,7,17,0
1621298,48th Biel GM 2015,Biel ,2015,"Vachier Lagrave,M","Adams,Mi",1-0,2740,C89,2731,1,0,1,0,0,1,0,42,5,6,11,1
1621969,11th Gazi Open 2015,Gazi ,2015,"Vozinaki,Anthi - Maria","Anagnostopoulos,Konstantinos",0-1,2117,C89,1819,1,0,1,0,0,0,1,32,9,7,16,0
1622545,TCh-RUS Junior 2015,St Petersburg ,2015,"Prozorov,Pavel","Guliev,Gasan",0-1,2053,C89,,1,0,1,0,0,0,1,21,9,10,19,0
1622983,TCh-RUS Junior 2015,St Petersburg ,2015,"Parsegyan,Kseniya","Vorobyova,Ekaterina",1-0,1673,C89,1549,1,0,1,0,0,1,0,63,2,1,3,0
1623911,TCh-TUR Super League 2015,Kocaeli ,2015,"Tuncer,Tuna","Komut,B",1-0,2007,C89,2175,1,0,1,0,0,1,0,54,6,5,11,1
1624715,23rd Troya Open 2015,Canakkale ,2015,"Hatipoglu,M","Ozdilek,Hasan",1-0,,C89,1783,1,0,1,0,0,1,0,18,12,10,22,0
1625111,Brasschaat Open 2015,Brasschaat ,2015,"Rouffignac,T","Naalden,M",0-1,1975,C89,2245,1,0,1,0,0,0,1,37,7,7,14,1
1625721,Lichtenberger Sommer 2015,Berlin ,2015,"Casny,G","Birkholz,A",1/2-1/2,1895,C89,1838,1,0,1,0,0,0,0,45,7,7,14,1
1626435,VMCG Open A 2015,Lueneburg ,2015,"Brinkmann,Fabian","Kuegel,T",1/2-1/2,2217,C89,1956,1,0,1,0,0,0,0,20,12,11,23,0
1626863,TCh-POR Div1 Final 2015,Matosinhos ,2015,"Ulyanovskyy,Vl UKR","Cavaleiro,D",1-0,1900,C89,2112,1,0,1,0,0,1,0,26,9,7,16,0
1627368,Brno Chess Open 2015,Brno ,2015,"Tovarek,Antonin Jr","Habina,M",0-1,2010,C89,1972,1,0,1,0,0,0,1,34,7,7,14,0
1627945,76th ch-ARM 1st League,Yerevan ,2015,"Kocharyan,H","Dilanian,G",0-1,2292,C89,2117,1,0,1,0,0,0,1,27,9,8,17,0
1628442,Portugal Open 2015,Oeiras ,2015,"Gomes,Hugo Antonio Alexandre","Craciun,I",0-1,2025,C89,1716,1,0,1,0,0,0,1,35,8,8,16,0
1629044,Portugal Open 2015,Oeiras ,2015,"Alves,Fernando","Craciun,I",1-0,2025,C89,1749,1,0,1,0,0,1,0,43,6,5,11,0
1629732,FIDE World Cup 2015,Baku ,2015,"Vachier Lagrave,M","Tomashevsky,E",1/2-1/2,2758,C89,2744,1,0,1,0,0,0,0,30,9,9,18,1
1630278,Chigorin Memorial 2015,St Petersburg ,2015,"Kiseleva,Ekaterina","Ioffe,Ilya",0-1,2087,C89,1859,1,0,1,0,0,0,1,34,9,9,18,1
1630866,FIDE World Cup 2015,Baku ,2015,"Karjakin,Sergey","Svidler,P",1-0,2727,C89,2762,1,0,1,0,0,1,0,43,7,5,12,0
1631552,Chigorin Memorial 2015,St Petersburg ,2015,"Grishaev,I","Basencyan,M",0-1,2187,C89,1922,1,0,1,0,0,0,1,51,4,6,10,1
1632327,Chigorin Memorial 2015,St Petersburg ,2015,"Kantyshev,N","Miroshnichenko,P",1/2-1/2,2255,C89,2030,1,0,1,0,0,0,0,60,4,5,9,1
1633220,24th TCh-CRO Div 1a 2015,Bol ,2015,"Pijpers,A","Prohaszka,P2",1/2-1/2,2617,C89,2436,1,0,1,0,0,0,0,45,6,6,12,1
1633934,Chigorin Memorial 2015,St Petersburg ,2015,"Efimenko,Aleksandr","Kolesnikova,K",0-1,2027,C89,1871,1,0,1,0,0,0,1,37,6,8,14,1
1634560,World Blitz 2015,Berlin ,2015,"Karjakin,Sergey",Nguyen Ngoc Truong Son,1-0,2634,C89,2762,1,0,1,0,0,1,0,61,5,4,9,1
1635451,Kolomenskaya Open 2015,Moscow ,2015,"Ivanov,Ol UKR","Balashov,Y",1-0,2418,C89,2513,1,0,1,0,0,1,0,62,2,2,4,1
1636348,19th Hoogeveen Open 2015,Hoogeveen ,2015,"Sengupta,D","Halkias,S",1-0,2534,C89,2580,1,0,1,0,0,1,0,70,5,3,8,1
1637346,TCh-ARG Superior 2015,Villa Martelli ,2015,"Martinez de Negri,G","Cristal,Ariel",1-0,1794,C89,2137,1,0,1,0,0,1,0,37,8,5,13,0
1637987,Bjorkstadsschacket 2015,Umea ,2015,"Ernst,T","Mattsson,M",1-0,2061,C89,2336,1,0,1,0,0,1,0,45,6,4,10,1
1638693,20th European Teams,Reykjavik ,2015,"Ivanchuk,V","Svidler,P",0-1,2745,C89,2720,1,0,1,0,0,0,1,32,8,7,15,0
1639243,20th European Teams Women,Reykjavik ,2015,"Reppen,E","Hauksdottir,Hrund",0-1,1775,C89,2058,1,0,1,0,0,0,1,71,1,2,3,1
1640248,20th European Teams,Reykjavik ,2015,"Leko,P","Svidler,P",1/2-1/2,2745,C89,2708,1,0,1,0,0,0,0,42,7,7,14,1
1640917,20th European Teams,Reykjavik ,2015,"Almasi,Z","Tomashevsky,E",1/2-1/2,2743,C89,2689,1,0,1,0,0,0,0,41,5,5,10,1
1641589,1st Patagonia Open 2015,Neuquen ,2015,"Zoratti,Sebastian","Della Morte,G",0-1,2421,C89,1843,1,0,1,0,0,0,1,30,8,8,16,0
1642137,75th ch-ITA 2015,Milan ,2015,"David,Alb","Brunello,S",0-1,2562,C89,2580,1,0,1,0,0,0,1,41,8,10,18,0
1642781,London Classic Open 2015,London ,2015,"Barj,J","Korning,Peter",1-0,2000,C89,2207,1,0,1,0,0,1,0,18,12,10,22,0
1643183,FSIM December 2015,Budapest ,2015,"Kozlitin,O","Havanecz,B",1-0,2282,C89,2349,1,0,1,0,0,1,0,46,7,6,13,1
1643897,Pavlodar Open 2015,Pavlodar ,2015,"Akmatov,Altay","Kuznetsov,Alexandr",1/2-1/2,1923,C89,1636,1,0,1,0,0,0,0,46,3,2,5,1
1644637,London Classic Open 2015,London ,2015,"Britton,R","Krokay,U",1-0,2009,C89,2238,1,0,1,0,0,1,0,56,5,3,8,1
1645462,ch-IRI Semi-Final 2015,Rasht ,2015,"Tabatabaei,M","Bagheri,Maziar",1-0,2237,C89,2482,1,0,1,0,0,1,0,32,7,6,13,0
1646034,Australasian Masters IM,Melbourne ,2015,"Jones,RS","Rujevic,M",1-0,2231,C89,2403,1,0,1,0,0,1,0,48,5,3,8,1
1646774,ITT 25 Millonario 2015,Bogota ,2015,"Chegwing,A","Manrique,F",0-1,1992,C89,2089,1,0,1,0,0,0,1,52,5,5,10,1
1647558,Qatar Masters Open 2015,Doha ,2015,"Dai,Changren","Batsiashvili,N",1/2-1/2,2498,C89,2328,1,0,1,0,0,0,0,53,4,3,7,1
1648372,25th Erfurt Master Open,Erfurt ,2015,"Dobierzin,O","Skibbe,W",0-1,2260,C89,2030,1,0,1,0,0,0,1,52,4,5,9,1
1649158,Hastings Masters 2015-16,Hastings ,2016,"Stonehouse,Tom H","Lochte,T",0-1,2082,C89,1778,1,0,1,0,0,0,1,19,11,11,22,0
1649573,2nd Zicosur Open 2016,Antofagasta ,2016,"Ubeira,E","Robles Meneses,Ruben",1-0,,C89,1676,1,0,1,0,0,1,0,50,6,6,12,0
1650356,ch-POL Academic Women,Hucisko ,2016,"Kulon,K","Szczepkowska Horowska,K",0-1,2398,C89,2324,1,0,1,0,0,0,1,54,3,4,7,1
1651170,ch-POL Academic Team 2016,Hucisko ,2016,"Banach,Szymon","Szczepaniak,Lukasz",0-1,2146,C89,1987,1,0,1,0,0,0,1,29,9,9,18,1
1651707,2nd Floripa Open 2016,Florianopolis ,2016,"Pirola,Claudionor Alcides Lima","Moro,Antonio Renato Pereira",1-0,1770,C89,2137,1,0,1,0,0,1,0,28,11,9,20,0
1652266,2nd Floripa Open 2016,Florianopolis ,2016,"Albino,Samuel","Santana Freitas,Maria Eduarda",1-0,,C89,1509,1,0,1,0,0,1,0,59,2,0,2,1
1653179,78th Tata Steel GpA,Wijk aan Zee ,2016,Wei Yi,"Carlsen,M",1/2-1/2,2844,C89,2706,1,0,1,0,0,0,0,60,3,4,7,1
1654064,Gibraltar Challenger B,Caleta ,2016,"Sedillo,Edward R","Krokay,U",0-1,2035,C89,,1,0,1,0,0,0,1,33,10,9,19,0
1654622,ch-MDA 2016,Chisinau ,2016,"Vedmediuc,S","Iovcov,V",1/2-1/2,2406,C89,2433,1,0,1,0,0,0,0,47,7,6,13,1
1655348,9th Gora Sw. Anny Open,Gora Swietej Anny ,2016,"Kantans,T","Kovalev,Vl",1/2-1/2,2558,C89,2513,1,0,1,0,0,0,0,26,12,11,23,0
1655851,Gibraltar Challenger B,Caleta ,2016,"Musi,Dietmar","Haddock,Paul",1-0,1606,C89,1754,1,0,1,0,0,1,0,37,5,6,11,1
1656482,Moscow Open A 2016,Moscow ,2016,"Ivanov,Ol UKR","Korchmar,V",1/2-1/2,2405,C89,2519,1,0,1,0,0,0,0,33,10,10,20,0
1657055,Moscow Open A 2016,Moscow ,2016,"Ivanov,Ol UKR","Kopylov,Al2",1/2-1/2,2401,C89,2519,1,0,1,0,0,0,0,41,7,6,13,1
1657726,65th ch-BUL SF w 2016,Plovdiv ,2016,"Mehmed,Elif","Shivacheva,D",0-1,1919,C89,1889,1,0,1,0,0,0,1,40,11,10,21,0
1658364,32nd Cappelle Open 2016,Cappelle la Grande ,2016,"Rodriguez Lopez,Ra","Jolly,J",1/2-1/2,2362,C89,2251,1,0,1,0,0,0,0,48,6,5,11,1
1659131,TCh-AUT 2015-16,Austria ,2016,"Predojevic,B","Bosiocic,Mari",1/2-1/2,2559,C89,2639,1,0,1,0,0,0,0,34,3,4,7,1
1659720,50th Begonia Open 2016,Ballarat ,2016,"McClymont,Brodie",Zhao Zong Yuan,1/2-1/2,2546,C89,2347,1,0,1,0,0,0,0,39,7,6,13,1
1660376,Romanian Open 2016,Alba Iulia ,2016,"Baratosi,D","Heimann,An",0-1,2560,C89,2386,1,0,1,0,0,0,1,40,4,4,8,1
1661026,ch-SRB semi-final 2016,Belgrade ,2016,"Zivanovic,D","Vecanski,Dragomir",0-1,1687,C89,1888,1,0,1,0,0,0,1,108,2,3,5,1
1662464,74th ch-Urals 2016,Khanty-Mansiysk ,2016,"Fakhrutdinov,Timur","Belyakov,B",1/2-1/2,2513,C89,2289,1,0,1,0,0,0,0,41,6,6,12,1
1663149,16th BCC Open 2016,Bangkok ,2016,"Arjun,Kalyan","Gustafsson,J",1/2-1/2,2629,C89,2299,1,0,1,0,0,0,0,25,8,8,16,0
1663638,ch-RUS Junior 2016,Loo ,2016,"Alekseenko,K","Esipenko,Andrey",0-1,2463,C89,2561,1,0,1,0,0,0,1,40,3,7,10,0
1664281,TCh-BLR Clubs 2016,Minsk ,2016,"Ziaziulkina,N","Kovalev,Vl",1/2-1/2,2562,C89,2396,1,0,1,0,0,0,0,21,13,12,25,0
1664706,TCh-RUS Men 2016,Sochi ,2016,"Frolyanov,D","Matlakov,M",1/2-1/2,2693,C89,2550,1,0,1,0,0,0,0,42,4,6,10,0
1665382,Croatian Cup 2016,Mali Losinj ,2016,"Saric,Iv","Brkic,A",1-0,2584,C89,2650,1,0,1,0,0,1,0,51,4,3,7,1
1666158,17th ch-EUR Indiv 2016,Gjakova ,2016,"Saric,Iv","Matlakov,M",1-0,2693,C89,2650,1,0,1,0,0,1,0,48,7,6,13,1
1666893,35th Zalakaros Open 2016,Zalakaros ,2016,"Nasuta,G","Kulon,K",0-1,2304,C89,2413,1,0,1,0,0,0,1,72,3,3,6,1
1667906,TCh-FRA Top 12 2016,Drancy ,2016,"Libiszewski,F","Hamdouchi,H",1/2-1/2,2585,C89,2533,1,0,1,0,0,0,0,19,12,12,24,0
1668322,43rd ch-IND w Challengers,Chennai ,2016,"Sunyuktha,C M N","Rindhiya,V",1-0,1590,C89,1880,1,0,1,0,0,1,0,64,4,2,6,0
1669247,GCT Blitz YourNextMove,Leuven ,2016,"So,W","Aronian,L",1/2-1/2,2792,C89,2770,1,0,1,0,0,0,0,40,8,7,15,0
1669892,ch-SVK 2016,Banska Stiavnica ,2016,"Nayhebaver,Martin","Repka,C",1/2-1/2,2478,C89,2434,1,0,1,0,0,0,0,36,7,6,13,1
1670509,9th 4NCL Congress 2016,West Bromwich ,2016,"Adair,J","Hebden,M",1/2-1/2,2509,C89,2481,1,0,1,0,0,0,0,27,9,8,17,1
1671023,Aegean Open 2016,Aghios Kirykos ,2016,"Diatsintos,A","Persson,Andr",1/2-1/2,2181,C89,1748,1,0,1,0,0,0,0,64,2,1,3,1
1671959,44th Sparkassen Open,Dortmund ,2016,"Hartung,T2","Schmidt,Alexander",1-0,,C89,2018,1,0,1,0,0,1,0,54,6,3,9,0
1672782,11th Nana Aleksandria Cup,Poti ,2016,"Bayramov,Zaur","Bakunc,R",1/2-1/2,2384,C89,2237,1,0,1,0,0,0,0,43,8,8,16,1
1673463,Open ch-MKD 2016,Struga ,2016,"Seviner,Kemal","Jordanov,Mihail",0-1,1440,C89,1785,1,0,1,0,0,0,1,51,6,3,9,1
1674233,ch-Africa 2016,Kampala ,2016,Mohamud Hussein Ali,"Magana,B",0-1,2149,C89,1557,1,0,1,0,0,0,1,51,4,7,11,1
1675004,Quebec Open 2016,Montreal ,2016,"Robichaud,L","Lafleche,Alain",1-0,,C89,2056,1,0,1,0,0,1,0,28,11,7,18,0
1675512,10th Portoroz Open 2016,Portoroz ,2016,"Trebizan,David","Pregarac,V",0-1,2135,C89,1935,1,0,1,0,0,0,1,78,3,5,8,1
1676599,49th Biel Masters Match,Biel ,2016,"Vachier Lagrave,M","Svidler,P",1-0,2759,C89,2798,1,0,1,0,0,1,0,47,5,4,9,1
1677326,1st IBCA European Teams,Warsaw ,2016,"Armstrong,W","Sojka,B",1-0,1755,C89,1839,1,0,1,0,0,1,0,50,2,1,3,1
1678088,29th Kiel Open 2016,Kiel ,2016,"Ernst,T","Jahncke,G",1-0,2332,C89,2357,1,0,1,0,0,1,0,110,2,1,3,1
1679547,12th Gazi-Heraklion Open,Malevizi ,2016,"Koumis,Filippos","Kadianis,Georgios",1/2-1/2,2040,C89,1678,1,0,1,0,0,0,0,42,8,6,14,0
1680247,117th US Open 2016,Indianapolis ,2016,"Shibata,Robert S","Emrikian,Aren C",1-0,,C89,1659,1,0,1,0,0,1,0,73,3,0,3,1
1681285,Riga Tech Open A 2016,Riga ,2016,"Kveinys,A","Petrosyan,T1",1-0,2462,C89,2509,1,0,1,0,0,1,0,44,7,6,13,0
1681983,6th Split Open 2016,Split ,2016,"Brkic,A","Von Bahr,O",1-0,2378,C89,2577,1,0,1,0,0,1,0,68,6,3,9,1
1682941,Lichtenberger Sommer 2016,Berlin ,2016,"Stark,I","Eisheh,Jens-Tarek",1/2-1/2,,C89,2183,1,0,1,0,0,0,0,51,7,3,10,0
1683724,27th NATO Chess 2016,Shrivenham ,2016,"Cappon,K","Stuhr,Finn",1-0,1740,C89,1830,1,0,1,0,0,1,0,29,10,7,17,0
1684254,18th Sants Open 2016,Barcelona ,2016,"Lorenzo de la Riva,L","Harutyunian,T",1/2-1/2,2485,C89,2355,1,0,1,0,0,0,0,74,2,1,3,1
1685322,Brasschaat Open 2016,Brasschaat ,2016,"Beukema,Jasper","Lee,Deon",1-0,2091,C89,2170,1,0,1,0,0,1,0,48,6,6,12,0
1686068,Pyramiden Cup 2016,Fuerth ,2016,"Mitin,Daniel","Weissig,Kersten",1-0,,C89,,1,0,1,0,0,1,0,50,6,3,9,0
1686842,Olympiad Women 2016,Baku ,2016,"Jorge,Rita Maria Osorio","Vidic,Teja",1-0,2121,C89,1791,1,0,1,0,0,1,0,49,5,5,10,1
1687604,42nd Olympiad 2016,Baku ,2016,"Botao,Milton","Monney,Ockie Jean Michel",0-1,,C89,,1,0,1,0,0,0,1,43,4,6,10,1
1688285,42nd Olympiad 2016,Baku ,2016,"Nisipeanu,LD","Nyback,T",1/2-1/2,2580,C89,2687,1,0,1,0,0,0,0,31,7,7,14,0
1688837,Olympiad Women 2016,Baku ,2016,"Allahverdiyeva,Ayan","Manova,Ivana",1-0,1724,C89,1780,1,0,1,0,0,1,0,37,9,7,16,0
1689463,TCh-GEO Club 2016,Lagodekhi ,2016,"Buksa,N","Saduakassova,D",0-1,2423,C89,2249,1,0,1,0,0,0,1,34,6,8,14,1
1690045,TCh-ISL Div 2 2016-17,Reykjavik ,2016,"Fivelstad,Jon Olav","Kristinsson,Ogmundur",1-0,2029,C89,1918,1,0,1,0,0,1,0,41,6,5,11,1
1690729,TCh-ISL Div 1 2016-17,Reykjavik ,2016,"Bergsson,St","Bjornsson,T",0-1,2163,C89,2018,1,0,1,0,0,0,1,25,8,8,16,0
1691207,TCh-ESP Div Honor 2016,Monzon ,2016,"Harikrishna,P","Inarkiev,E",1/2-1/2,2732,C89,2752,1,0,1,0,0,0,0,35,6,6,12,1
1691814,TCh-POL Ekstraliga 2016,Poland ,2016,"Weichhold,P","Bobras,P",1/2-1/2,2518,C89,2395,1,0,1,0,0,0,0,26,12,11,23,0
1692302,FSGM October 2016,Budapest ,2016,"Popovics,A","Kantor,G",0-1,2413,C89,2391,1,0,1,0,0,0,1,28,8,9,17,0
1692806,26th TCh-SLO 2016,Slovenia ,2016,"Sorcnik,F","Janzekovic,K",1-0,2036,C89,2056,1,0,1,0,0,1,0,86,2,1,3,1
1693994,25th TCh-CRO Women 2016,Sibenik ,2016,"Deur,Z","Mahmutbegovic,N",1/2-1/2,1920,C89,2169,1,0,1,0,0,0,0,32,4,4,8,1
1694564,TCh-BEL 2016-17,Belgium ,2016,"De Wit,M","Kooijmans,Jermo",0-1,2219,C89,2196,1,0,1,0,0,0,1,19,13,12,25,0
1694960,8th Korbach Open 2016,Korbach ,2016,"Stirnberg,Noah","Osinga,Angelique",0-1,1887,C89,1696,1,0,1,0,0,0,1,26,10,9,19,0
1695454,69th ch-RUS 2016,Novosibirsk ,2016,"Grischuk,A","Svidler,P",1/2-1/2,2745,C89,2752,1,0,1,0,0,0,0,41,7,8,15,0
1696118,69th ch-RUS 2016,Novosibirsk ,2016,"Kokarev,Dm","Tomashevsky,E",1/2-1/2,2724,C89,2636,1,0,1,0,0,0,0,35,7,7,14,1
1696716,69th ch-RUS 2016,Novosibirsk ,2016,"Vitiugov,N","Svidler,P",1/2-1/2,2745,C89,2721,1,0,1,0,0,0,0,30,10,10,20,0
1697248,TCh-NOR Codanserien,Norway ,2016,"Arvola,B","Lovik,L",1-0,2378,C89,2292,1,0,1,0,0,1,0,74,4,1,5,1
1698285,32nd ECC Open 2016,Novi Sad ,2016,"Volokitin,And","Van Foreest,Lucas",0-1,2384,C89,2668,1,0,1,0,0,0,1,63,1,2,3,1
1699201,32nd ECC Open 2016,Novi Sad ,2016,"Mihasi,Lime","Coenen,M",0-1,2393,C89,2039,1,0,1,0,0,0,1,80,3,3,6,1
1700301,TCh-ROU Superliga 2016,Calimanesti-Caciulata ,2016,"Zhigalko,A","Svetushkin,D",1/2-1/2,2562,C89,2584,1,0,1,0,0,0,0,20,13,12,25,0
1700737,World Schools U17 2016,Sochi ,2016,"Bashirli,Nail","Minbayev,Bolatbek",1-0,2038,C89,2381,1,0,1,0,0,1,0,65,5,4,9,1
1701682,ch-ISR 2016,Tiberias ,2016,"Boruchovsky,A","Mikhalevski,V",1-0,2503,C89,2530,1,0,1,0,0,1,0,57,4,3,7,1
1702525,28th Carlos Torre Mem,Merida ,2016,"Vera Gonzalez Quevedo,R","Onischuk,Al",1/2-1/2,2668,C89,2442,1,0,1,0,0,0,0,24,13,12,25,0
1703001,Czech Christmas 2016-17,Litomysl ,2016,"Zolnierowicz,K","Nowak,Kamil",1/2-1/2,2301,C89,2030,1,0,1,0,0,0,0,43,5,5,10,1
1703707,World Blitz 2016,Doha ,2016,Yu Yangyi,"Carlsen,M",1/2-1/2,2840,C89,2729,1,0,1,0,0,0,0,33,5,4,9,1
1704284,27th Cracovia Open A,Krakow ,2016,"Mista,A","Skawinski,A",1-0,2340,C89,2592,1,0,1,0,0,1,0,44,6,4,10,1
1704963,178th MGU Open 2016,Sofia ,2017,"Kosturkov,Krasimir","Anavi,David",1-0,1292,C89,1679,1,0,1,0,0,1,0,35,10,7,17,0
1705559,178th MGU Open 2016,Sofia ,2017,"Anavi,David","Huebner,Thomas",1/2-1/2,1880,C89,1292,1,0,1,0,0,0,0,29,10,8,18,0
1706089,19th Heraklion Open 2017,Heraklion ,2017,"Mihopoulos,K","Brokalakis - Gounaris,Christos",1-0,1729,C89,1972,1,0,1,0,0,1,0,53,3,2,5,1
1706912,178th MGU Open 2016,Sofia ,2017,"Metev,M","Huebner,Thomas",1-0,1880,C89,2062,1,0,1,0,0,1,0,21,12,10,22,0
1707340,77th ch-ARM HL 2017,Yerevan ,2017,"Ter Sahakyan,S","Harutyunian,T",1/2-1/2,2511,C89,2582,1,0,1,0,0,0,0,59,2,3,5,1
