id,Plays
383036,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. g3 Re8 14. d4 Bg4 15. Rxe8+ Qxe8 16. Qxg4 Qe1+ 17. Kg2 Qxc1 18. Qe2 a5 19. Bxd5 cxd5 20. Qd2 Qxd2 21. Nxd2 a4 22. a3 f5 23. f4 Kf7 24. Nf1 Re8 25. Kf3 Re4 26. Ne3 Ke6 27. Rb1 h6 28. h4 g5 29. hxg5 hxg5 30. Rh1 gxf4 31. Rh6+ Kd7 32. Nxf5 Bc7 33. g4 Re1 34. Rh7+ Kd8 35. g5 Rg1 36. Rg7 Rf1+ 37. Kg2 Rb1 38. g6 Rxb2+ 39. Kf3 b4 40. Rf7 Rb1 41. g7
383691,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. g3 Bf5 14. d4 Qd7 15. Nd2 Rae8 16. Rxe8 Rxe8 17. Nf1 Bg4 18. f3 Bh5 19. Bxd5 cxd5 20. Bf4 Bxf4 21. gxf4 Bg6 22. Qd2 h5 23. Re1 Rxe1 24. Qxe1 Qf5 25. Qc1 h4 26. b4 Bh5 27. Kf2 g5 28. Qd2 gxf4 29. h3 Kh7 30. Nh2 Qg5 31. Ng4 f5 32. Ne5 Qg3+ 33. Ke2 Bxf3+ 34. Nxf3 Qg2+ 35. Ke1 Qxf3
384291,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3 Qh4 15. h3 g5 16. Qf3 Be6 17. Qf6 Rfe8 18. Na3 Qh5 19. Bd2 Be7 20. Qe5 Rad8 21. f4 Qg6 22. fxg5 Bf5 23. Qg3 Be4 24. Rf1 Bd6 25. Qh4 Re6 26. Re2 Rde8 27. Rfe1 f6 28. Rf2 Be7 29. gxf6 Rxf6 30. Ree2 Rxf2 31. Qxf2 Rf8 32. Qe3 Bh4 33. c4 Bd3 34. Bb4 Bxe2 35. Bxf8 Bd3 36. Bb4 Be4 37. g4 bxc4 38. Qf4 h5
384929,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 f5 18. f4 g5 19. Qf1 Qh5 20. Qg2 gxf4 21. Bxf4 Bxf4 22. gxf4 Kh8 23. Bxd5 cxd5 24. Kf2 Qh6 25. Qg3 Rg8 26. Rxe8 Rxe8 27. Nf1 Re2+ 28. Kg1 Bh3 29. Ne3 Rxb2 30. Kh1 Qg6 31. Rg1 Qxg3 32. Rxg3 Rb1+ 33. Rg1 Rb2 34. a3 Re2 35. Nxd5 Bg4 36. Rg3 Re1+ 37. Kg2 Re2+ 38. Kf1 Rxh2 39. Nc7 Ra2 40. Nxa6 Rxa3 41. Nb4 Kg7 42. d5 Kf8 43. Re3 Bh5 44. Ke1 Ra8 45. Re5 Re8 46. Kd2 Rxe5 47. fxe5 Bf3 48. Ke3 Be4 49. Kf4 Kf7 50. d6 Ke6 51. Na6 Bb1 52. Nc5+ Kf7 53. e6+ Kf6 54. d7
385723,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. d4 fxg2 12. Bg5 Nd5 13. Bxe7 Nxe7 14. Qf3 Be6 15. Nd2 Bd5 16. Bxd5 Nxd5 17. Re5 Ne7 18. Rae1 Ng6 19. Rd5 Nh4 20. Qe4 Qf6 21. Rd7 Qh6 22. Re3 Kh8 23. Rxc7 f5 24. Qe6 Qh5 25. Re1 Rg8 26. Rf7 Qg5 27. Qe3 Qg6 28. Re7 Qxc6 29. Qg3 Qh6 30. Nf3 Nxf3+ 31. Qxf3 Qg6 32. R1e6 Qg5 33. Qxa8 Qc1+ 34. Kxg2 Qg5+ 35. Kf1 Qc1+ 36. Re1 Qxe1+ 37. Kxe1 Rxa8 38. Rf7 g6 39. Ke2 Kg8 40. Re7 h6 41. Kd3 Kf8 42. Rh7 Kg8 43. Rxh6 Kg7 44. Rh3 Re8 45. Re3 Rh8 46. h3 f4 47. Rf3 g5 48. d5 Kf6 49. Kd4 Kf5 50. b3 Re8 51. c4 Re2 52. a3 Ra2 53. c5 Rd2+ 54. Rd3 Rxf2 55. c6 Rc2 56. Rc3 Rd2+ 57. Kc5 Ke5 58. c7 Rxd5+ 59. Kb6
386590,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. d3 h6 10. Nbd2 Bb7 11. Qe2 Re8 12. Nf1 Bc5 13. h3 Na5 14. Bc2 dxe4 15. dxe4 Nc4 16. Ng3 Nd6 17. Bd2 Qe7 18. Rad1 Rad8 19. Bc1 Qe6 20. b3 Nd7 21. Nh4 Qf6 22. Nhf5 Qg6 23. Kh2 Nf8 24. b4 Bb6 25. a4 Ne6 26. Nxd6 cxd6 27. Nf5 Nf4 28. Qf1 bxa4 29. Be3 Bc7 30. g3 Nh5 31. Qc4 Bb8 32. Bxa4 Re6 33. Bb3 Bxe4 34. Qxe4 Rf6 35. Ne7+
387164,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. Qxf3 Bg4 12. Qg3 Re8 13. f3 Bf5 14. d4 Bd6 15. Qf2 Rxe1+ 16. Qxe1 Qf8 17. Nd2 Re8 18. Qd1 Bxh2+ 19. Kxh2 Qd6+ 20. g3 Bd3 21. Ne4 Bxe4 22. fxe4 Rxe4 23. Bc2 Rh4+ 24. Kg2 Qd5+ 25. Kf2 Ng4+ 26. Ke2 Rh2+
387655,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Be6 14. Re1 Bd6 15. Nd2 Qf6 16. Qf3 Qg6 17. Nf1 Rae8 18. Bf4 Bxf4 19. Qxf4 Bh3 20. Qg3 Bf5 21. Qxg6 Bxg6 22. Ne3 Rd8 23. Ng4 f6 24. Re7 Rf7 25. Rae1 h5 26. Rxf7 Bxf7 27. Ne3 Bg6 28. f3 Kf7 29. a4 Re8 30. Kf2 Ke6 31. axb5 axb5 32. Ra1 Rd8 33. Ra7 Bf7 34. Rb7
388228,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3 Qh4 15. h3 Qf4 16. Re5 Qf6 17. Re3 Qg6 18. Nd2 f5 19. Qf3 Bb7 20. Nf1 f4 21. Re1 Rae8 22. Bd2 Re4 23. a4 bxa4 24. Rxa4 Rxe1 25. Bxe1 Qc2 26. Ra1 Qxb2 27. Qd1 Qb6 28. Nh2 Bc8 29. Qd3 a5 30. c4 Qa6 31. Rxa5
388780,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4 10. Ng5 Ne5 11. Nxe4 Nd3 12. Re3 Nxe4 13. Rxd3 Bc5 14. Rf3 Bg4 15. d4 Bd6 16. Qd3 Bxf3 17. Qxf3 f5 18. Nd2 Qh4 19. g3 Qh3 20. Nxe4 fxe4 21. Qg2 Qg4 22. Be3 Rae8 23. Re1 Rf7 24. a4 Rb8 25. a5 Re8 26. Bd1 Qf5 27. Bb3 h5 28. h4 Kh7 29. Bc2 g6 30. Bg5 Ref8 31. Re2 Qxd5 32. Qxe4 Qf5 33. Qxf5 Rxf5 34. Bxf5 gxf5 35. Re6 Kg7 36. Bh6+ Kf7 37. Rxd6 cxd6 38. Bxf8 Kxf8 39. Kg2 Kf7 40. Kf3 Ke6 41. Kf4 Kd5 42. Kxf5 Kc4 43. g4 b4 44. cxb4 Kxd4 45. gxh5
389478,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re1 Qh4 15. g3 Qh3 16. Qf3 Be6 17. Be3 Rae8 18. Nd2 Bg4 19. Qxd5 Re6 20. Qg2 Qh5 21. h4 Kh8 22. Bg5 Rg6 23. Be7 Bxe7 24. Rxe7 f5 25. Rae1 Rgf6 26. Qb7 g5 27. hxg5 Rg6 28. Rf7 Rfg8 29. Ree7 R6g7 30. Rxg7 Rxg7 31. Qb8+
390020,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 f5 18. Bxd5+ cxd5 19. Qf1 Qh5 20. f4 Bh3 21. Qf3 Qf7 22. a4 b4 23. Qe2 bxc3 24. bxc3 Bxf4 25. Qf3 Bxe3+ 26. Rxe3 Rxe3 27. Qxe3 Re8 28. Qf4 Qe6 29. Qf2 Qc6 30. Re1 Qxa4 31. Rxe8+ Qxe8 32. c4 dxc4 33. Nxc4 Qa4 34. Qe1 g6 35. Qe6+ Kg7 36. Qe7+
390651,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3 Qh4 15. h3 g5 16. Qf3 Be6 17. Qf6 Rae8 18. Nd2 h6 19. Nf3 Qh5 20. Bd2 Be7 21. Qe5 Kh7 22. Rae1 Qg6 23. Qg3 Bf6 24. Ne5 Qc2 25. R3e2 Bxe5 26. dxe5 Qf5 27. Be3 Rg8 28. Bd4 h5 29. f3 Rg6 30. Rf1 Reg8 31. Qe1 Qd3 32. Rd2 Qc4 33. Qb1 Qc8 34. g4 Kh8 35. Qd3 R8g7 36. Rg2 Rh6 37. Qd2 Qg8 38. Be3 d4 39. Bxd4 hxg4 40. hxg4 Rgh7 41. Qc2 Qa8 42. Kf2 Rh3 43. Ke3 Kg8 44. b3 R7h4 45. Qe4 Qc8 46. Kd2 Qd8 47. Kc2 Qa5 48. Kb2 b4 49. cxb4 Qxb4 50. Qe3 Qe7 51. Bc5 Qd8 52. Rd2 Rh2 53. Rff2 Rxf2 54. Qxf2 Qa5 55. Qe3 Rh6 56. Be7 Rg6 57. Bf6 Bd5 58. Qd4
391505,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. d4 fxg2 12. Qf3 Re8 13. Bg5 h6 14. Bh4 Bg4 15. Qxg2 Bf5 16. Nd2 Bd6 17. Rxe8+ Qxe8 18. Bxf6 Bg6 19. Qxg6
391903,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 f5 18. Qf1 Qh5 19. f4 Kh8 20. Bxd5 cxd5 21. a4 bxa4 22. Rxa4 g5 23. Raa1 Re6 24. fxg5 Rfe8 25. Qf2 f4 26. gxf4 Bh3 27. Rxa6 Rxe3 28. Rxe3 Qg4+ 29. Qg3 Qd1+ 30. Qe1 Qg4+ 31. Qg3 Qd1+ 32. Qe1
392471,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d3 Bg4 10. h3 Bh5 11. Bg5 d4 12. Bxf6 Bxf6 13. Bd5 dxc3 14. Nxc3 Qd6 15. Bxc6 Qxc6 16. Nxe5 Bxe5 17. Qxh5 Bxc3 18. Rac1 b4 19. bxc3 bxc3 20. Rc2 Rab8 21. Rec1 Rb5 22. Qe2 Rc5 23. Qe1 Rb8 24. Rxc3 Rxc3 25. Qxc3 Qxc3 26. Rxc3 Rb7 27. f4 Kf8 28. a3 Ke7 29. Kf2 Kd7 30. g4 a5 31. Ke3 Rb2 32. Rc5 Rh2 33. Rxa5 Rxh3+ 34. Kd4 Rg3 35. g5 h6 36. gxh6 gxh6 37. Rh5 Rg6 38. a4 Rc6 39. Rc5 Rxc5 40. Kxc5 h5 41. Kd4 h4 42. Ke3 Kc6 43. d4 Kb6 44. Kf3 Ka5 45. Kg4 Kxa4 46. Kxh4 Kb4 47. f5 Kc4 48. e5 Kd5 49. Kg5 c5 50. dxc5 Kxe5 51. c6 Kd6 52. Kf6 Kxc6 53. Kxf7 Kd7 54. f6
393267,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. g3 Nf6 13. Qf1 Bd6 14. Re1 c5 15. d4 cxd4 16. Bg5 Bb7 17. cxd4 h6 18. Bxf6 Qxf6 19. Nc3 Qxd4 20. Rad1 Qf6 21. Bd5 Bxd5 22. Rxd5 Bb4 23. Qd3 Bxc3 24. bxc3 Rad8 25. Rd4
393742,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re2 Qh4 14. g3 Qh3 15. Nd2 Bf5 16. Qf1 Qh5 17. Re1 Nf4 18. gxf4 Bxf4 19. Qg2 Bh3 20. Qxc6 Bxh2+ 21. Kh1 Bg4 22. Qg2 Rae8 23. Rxe8 Bb8+ 24. Kg1 Rxe8 25. Ne4 Kf8 26. f4 Bh3 27. Ng3 Qg4 28. Qf2 h5 29. Bd2 h4 30. Bd1 hxg3 31. Qf3 f5 32. Qd5 Qxf4
394294,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 e4 10. Ng5 Bg4 11. f3 exf3 12. Nxf3 Na5 13. Bc2 Nxd5 14. d4 Bd6 15. Qd3 g6 16. Qf1 Bxf3 17. Qxf3 Bxh2+ 18. Kf1 Qf6 19. Be4 Qxf3+ 20. Bxf3 Rad8 21. Bh6 Bg3 22. Bxf8 Bxe1 23. Bh6 Bg3 24. Nd2 Bf4 25. Bxf4 Nxf4 26. b4 Nc4 27. Nxc4 bxc4 28. Re1 Kf8 29. a4 Nd5 30. Bxd5 Rxd5 31. a5 f6 32. Kf2 h5 33. Re4 g5 34. g3 Rf5+ 35. Kg2 g4 36. Re3 Rd5 37. Kf2 Rf5+ 38. Kg2
394920,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. Qxf3 Bg4 12. Qg3 Re8 13. d4 Bd6 14. Rxe8+ Qxe8 15. Qe3 Bf4 16. Qxe8+ Rxe8 17. Be3 Bxe3 18. fxe3 Rxe3 19. Nd2 Re2 20. Rd1 Nh5 21. h3 Be6 22. d5 Bc8 23. Nf3 Nf4 24. d6 Rxg2+ 25. Kh1 Bxh3 26. d7 h5 27. d8=Q+ Kh7 28. Bxf7
395425,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 dxe4 10. Nxe5 Qd6 11. Nxc6 Qxc6 12. d5 Qd6 13. g3 Qd7 14. Bg5 Qh3 15. Bxf6 Bg4 16. Bxe7 Bf3
395774,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. a4 Qh5 19. axb5 axb5 20. Nf1 Rfe8 21. Bd1 Bxd1 22. Qxd1 Qf5 23. Ra6 h5 24. Rxc6 h4 25. Bd2 Rxe1 26. Bxe1 h3 27. f3 Bf8 28. Ra6 b4 29. Ra5 Ne3 30. Rxf5 Nxd1 31. Re5 Rxe5 32. dxe5 Bc5+ 33. Kh1 Nxb2 34. cxb4 Bd4 35. Nd2 Nd3 36. Nb3 Bxe5 37. Bd2 Kf8 38. Kg1 Ke7 39. Kf1 Ke6 40. b5 Kd5 41. f4 Bd6 42. Be3 Nb2 43. Ke2 Nc4 44. Bf2 Bc7 45. Kf3 f5 46. Ke2 g6 47. Nd2 Nxd2 48. Kxd2 Bd6 49. Ke2 Ke4 50. b6 Bb8 51. Be1 Kd5 52. Kf3 Kc6 53. Bf2 Bd6 54. Be3 Bb4 55. g4 Be1 56. gxf5 gxf5 57. Bd4 Kb7 58. Bf2 Bd2 59. Kg3 Kc6 60. Bd4 Kb7 61. Kxh3 Bxf4 62. Kg2 Bg5 63. Kg3 Ka6 64. h4 Bh6 65. Kf3 Kb7 66. h5 Kc6 67. Bf2 Kb7 68. Be3 Bg7 69. Ke2
396750,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Bxd5 cxd5 15. Nd2 Bxd3 16. Nf1 Bxf1 17. Rxf1 Qh4 18. g3 Qc4 19. Be3 b4 20. b3 Qe4 21. Rc1 Rfd8 22. Bb6 Rd7 23. Re1 Qf5 24. Bd4 bxc3 25. Rxc3 Bb4 26. Re5 Qg6 27. Rce3 f6 28. Re6 a5 29. Qe2 h5 30. Qb5 Rdd8 31. Kg2 h4 32. h3 Qf5 33. gxh4 Bd6 34. Qe2 Be5 35. R6xe5 fxe5 36. Rxe5 Qf4 37. Rg5
397361,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. a4 bxa4 19. Rxa4 g5 20. Qf1 Qh5 21. Bxd5 cxd5 22. Rxa6 f5 23. f3 Bh3 24. Qb5 f4 25. Qxd5 Qf7 26. Rxd6 fxe3 27. Rxe3 Rxe3 28. Qxg5+ Kh8 29. Qxe3 Re8 30. Qg5 Qa7 31. Qf6+ Kg8 32. Ra6 Qb7 33. Ra5
397927,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bc7 14. Qf3 Qd6 15. g3 Qg6 16. Bxd5 cxd5 17. Bf4 Bg4 18. Qe3 d4 19. cxd4 Bb6 20. Nd2 Rad8 21. Nb3 Qh5 22. Rac1 Bf3 23. h4 Qg4 24. Kh2 h6 25. Bc7 Bxd4 26. Nxd4 Rxd4 27. Be5 Rd5 28. Qf4 Rxd3
398449,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3 Qh4 15. h3 Bf5 16. Nd2 Rae8 17. Qf3 Rxe3 18. Qxe3 Qd8 19. Nf1 Re8 20. Qg5 Qxg5 21. Bxg5 Re2 22. Bd2 Kf8 23. Re1 Rxe1 24. Bxe1 Bb1 25. a3 Ba2 26. g3 a5 27. Ne3 a4 28. Bd2 f6 29. Ng2 Ke7 30. Bf4 Bxf4 31. Nxf4 g5 32. Ng2 Bc4 33. Ne3 Ke6 34. f3 h5 35. Kf2 f5 36. f4 g4 37. Kg2 Kf6 38. hxg4 hxg4 39. Kf2 Ke6 40. Ke1 Bb3 41. Kd2 Bc4 42. Nd1 Bb3 43. Nf2 Bc4 44. Nd3 Kd6 45. Nc5 Bb3 46. Nd3 Bc4 47. Ne1 Bb3 48. Ng2 Bc4 49. Kc2 Bb3+ 50. Kd3 Bc4+ 51. Kd2 Bb3 52. Ne3 Ke6 53. c4 Bxc4 54. Kc3 Be2 55. Kb4 Bd3 56. Kc5 Bc4 57. Nxc4 bxc4 58. Kb4
399272,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3 Qh4 15. h3 Bf5 16. Nd2 Rae8 17. Nf3 Qd8 18. a4 Be4 19. axb5 axb5 20. Ne5 f6 21. Rxe4 fxe5 22. Rg4 Qf6 23. Be3 e4 24. Qb3 Qe6 25. Ra6 Bh2+ 26. Kxh2 Qxa6 27. Qxd5+ Qe6 28. Qxe6+ Rxe6 29. d5 Rg6 30. Rxe4 Rd8 31. Re7 Rxd5 32. Bd4 b4 33. Rb7 bxc3 34. bxc3 Rf5 35. g4 Rf7 36. Rb8+ Rf8 37. Rxf8+ Kxf8 38. c4 Ra6 39. c5 Ra4 40. Be5 Rc4 41. Kg3 Kf7 42. Bd6 Ke6 43. f3 Kd5 44. h4 g6 45. Bf8 Kc6 46. Bd6 Kb5 47. h5 gxh5 48. gxh5 Kc6 49. f4 Kd7 50. Kg4 Ke6 51. Kg5 Rc1 52. Kh6 Rh1 53. Kxh7 Rxh5+ 54. Kg6 Rd5 55. Kg7 Rd1 56. Kg6
400087,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. a4 Qh5 19. axb5 axb5 20. Nf1 Bf5 21. Qd2 Rfe8 22. Bd1 Qg6 23. Bf3 h5 24. Qd1 h4 25. Bd2 Rxe1 26. Bxe1 Bc2 27. Qc1 Nf4 28. Ne3 Be4 29. Bxe4 Nh3+ 30. Kg2 Qxe4+ 31. Kxh3 hxg3 32. Qc2 Qh1 33. fxg3 Rxe3 34. Qg2 Qxg2+ 35. Kxg2 Re2+ 36. Bf2 Rxb2 37. Ra6 Rc2 38. Rxc6 Bb4 39. d5 Rxc3 40. Rb6 Rc2 41. Kg1 Bc5
400759,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Qh5 18. c4 Bf5 19. Qe2 Bg4 20. Qd3 Bf5 21. Qe2 Bg4 22. Qd3 Bf5
401194,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 f5 18. Qf1 Qh5 19. f4 Kh8 20. Bxd5 cxd5 21. Qg2 g5 22. Qxd5 Rd8 23. Qc6 gxf4 24. Bxf4 Bxf4 25. gxf4 Be2 26. Kh1 Rde8 27. Qg2 Re3
401698,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. g3 Re8 14. d4 Ra7 15. Rxe8+ Qxe8 16. c4
402068,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 f5 17. f4 Kh8 18. Bxd5 cxd5 19. Nd2 Rae8 20. a4 bxa4 21. Qxa6 Rxe3 22. Rxe3 Bxf4 23. Nf1 Bxe3+ 24. Nxe3 Bf3 25. Qd6 Re8 26. Rxa4 Qh5 27. Qd7 Be4 28. g4 fxg4 29. Ra7 Rg8 30. Qxg4 Qh6 31. Qg3 Qb6
402630,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Bxg5 Qf5 17. f3 Qxg5 18. Qd2 Qg6 19. Bc2 Qf6 20. Rh4 Bf5 21. Rh6 Bg6 22. Qf2 Qg5 23. Rh4 Qc1+
