id,Plays
1173396,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qh4 15. g3 Qh3 16. Bxd5 cxd5 17. Qxd5 Rad8 18. Qg2 Qh5 19. Be3 Bxd3 20. Nd2 Bf5 21. Qc6 Bh3 22. Bd4 Bb8 23. Re3 Rd6 24. Qb7 Bd7 25. Qf3 Bg4 26. Qg2 Bh3 27. Qf3 Bg4 28. Qg2
1173913,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 e4 10. Ng5 Ne5 11. Nxe4 Nxe4 12. Rxe4 Nd3 13. Bc2 Nxc1 14. Qxc1 Bd6 15. d4 f5 16. Re2 Rf6 17. Qg5 Bxh2+ 18. Kf1 Bd6 19. Nd2 Qf8 20. Nf3 Rg6 21. Qd2 Rh6 22. Kg1 Bd7 23. Ne5 Qe7 24. g3 Bxe5 25. Rxe5 Qf7 26. Qe2 Re8 27. Bb3 Rd6 28. Re1 f4 29. Re7 Qf5 30. Qe5 Qg6 31. Qxf4 Rf8 32. Qe3 Kh8 33. Qd2 Bg4 34. Bc2 Qh5 35. Be4 Rdf6 36. f4 Rh6 37. Re5 Qf7 38. Bg2 Bh3 39. Qe3 Bxg2 40. Kxg2 Qd7 41. Rh1 Rhf6 42. Qe4 h6 43. Re7 Qg4 44. Re8 Qd7 45. Rxf8+ Rxf8 46. Re1 Rd8 47. Qe6 Qxd5+ 48. Qxd5 Rxd5 49. Re7 c5 50. Re5 Rd6 51. Rxc5 Kg8 52. Kf3 Kf7 53. g4 g6 54. Rc7+ Kg8 55. Re7 b4 56. Ke4 bxc3 57. bxc3 Rf6 58. Kd3 h5 59. gxh5 gxh5 60. c4 h4 61. c5 h3 62. Re1 Rxf4 63. c6 h2 64. d5 Rh4 65. Rh1 Kf7 66. c7 Rh8 67. Rxh2 Rc8 68. Rh7+ Kg6 69. Rd7 Kf6 70. d6 Rh8 71. Rd8
1174888,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qd3 Bf5 16. Qf1 Qh5 17. Be3 Bh3 18. Qe2 Bg4 19. Qf1 Rae8 20. Nd2 Kh8 21. Bxd5 cxd5 22. a4 bxa4 23. Rxa4 f5 24. f4 g5 25. fxg5 f4 26. Bxf4 Bh3 27. Qf2 Rxe1+ 28. Qxe1 Bxf4 29. Ra1 Bxd2 30. Qxd2 Qf3
1175413,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. h3 Bf6 11. Nh2 Re8 12. d4 Nb6 13. dxe5 Bxe5 14. Nf3 Bf6 15. Bf4 Rxe1+ 16. Qxe1 Bb7 17. Nbd2 Qd7 18. Ne4 Be7 19. Rd1 Qc8 20. Neg5 Nc4 21. Bxc4 bxc4 22. Qe4 g6 23. Qxc4 Bxg5 24. Nxg5 Qf5 25. g4 Qf6 26. Rd7 Rf8 27. Rxc7 h6 28. Nf3 Na5 29. Qd4 Qxd4 30. Nxd4 g5 31. Be3 Rc8 32. Rxc8+ Bxc8 33. b3 Nb7 34. Nc6 Kf8 35. f4 gxf4 36. Bxf4 h5 37. gxh5 Bxh3 38. Kh2 Bf5 39. Nd4 Bb1 40. a3 Ba2 41. b4 Bd5 42. Nf5 Bc4 43. Nd4
1176101,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qf3 Bg4 16. Qg2 Qh5 17. Bxd5 cxd5 18. f4 Rae8 19. Be3 Re6 20. Nd2 Rfe8 21. Nf1 Qf5 22. Qd2 h5 23. h4 Bf3 24. Nh2 Be4 25. Qf2 Rg6 26. Nf1 Qg4 27. Kh2 Bf5 28. Qg2 Rge6 29. Kg1 Bd3 30. Qf2 Bxf1 31. Kxf1 Qh3+ 32. Kg1 Rg6 33. Qh2 Rxg3+ 34. Kh1 Qxh2+ 35. Kxh2 Rgxe3 36. Rxe3 Rxe3 37. a4 Bxf4+ 38. Kg2 bxa4 39. Rxa4 Re6 40. c4 dxc4 41. Rxc4 Rd6 42. Kf3 Rf6 43. Ke4 Bg3 44. Kd5 Bxh4 45. Kc5 Bf2 46. Kd5 Rf4 47. Ke5 Rxd4 48. Rxd4 Bxd4+ 49. Kxd4 h4 50. Ke4 g5 51. Kf3 h3 52. b4 g4+ 53. Kg3 f5 54. Kh2 f4 55. Kh1 g3 56. Kg1 f3 57. Kh1 f2 58. b5 f1=Q#
1176956,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. d4 exd4 11. Nxd4 Nxd4 12. Qxd4 Nf6 13. Qxd8 Bxd8
1177307,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qe2 Bg4 16. Qf1 Qh5 17. Nd2 Rae8 18. Rxe8 Rxe8 19. f3 Bf5 20. Ne4 Bc7 21. Bd2 Qg6 22. Re1 Bxe4 23. Rxe4 Rxe4 24. Bc2 f5 25. fxe4 fxe4 26. Qg2 Nf6 27. Qh3 Ng4 28. Bb3+ Kf8 29. Bd1 e3 30. Bc1 h5 31. Bxg4 hxg4 32. Qf1+ Ke8 33. Bxe3 Kd7 34. Qe2 Qf5 35. b3 g6 36. Bf2 Bd6 37. c4 bxc4 38. bxc4 Bc7 39. d5 cxd5 40. cxd5 Bd6 41. a4 Qb1+ 42. Kg2 Qf5 43. Kg1
1177976,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 exd4 10. e5 Ne4 11. cxd4 Bf5 12. Nbd2 Nxd2 13. Bxd2 Bg4 14. Be3 Na5 15. Bc2 Rc8 16. a3 Nc4 17. Qd3 g6 18. Bh6 Re8 19. b4 c6 20. h3 Bxf3 21. Qxf3 Bg5 22. Bxg5 Qxg5 23. Qg4 Qxg4 24. hxg4 Kg7 25. f4 Rh8 26. a4 Ra8 27. f5 Rhe8 28. f6+ Kf8 29. a5 Red8 30. Kf2 Ke8 31. Rh1 Kd7 32. Rxh7 Ke6 33. Bxg6
1178537,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Qf1 Qh5 17. Nd2 f5 18. Bd1 Qh6 19. Re1 f4 20. Ne4 Bc7 21. Bd2 Bf5 22. Nc5 Rf7 23. Qe2 Raf8 24. Qh5 Qf6 25. g4 Bg6 26. Qh3 Re7 27. Rxe7 Qxe7 28. Bf3 Re8 29. Qf1 Ne3 30. fxe3 fxe3 31. Be1 Rf8 32. Qe2 Bf7 33. Qg2 Bc4 34. b3 Rxf3 35. Qxf3 Bd5 36. Qf5 e2 37. Qc8+ Bd8 38. Bf2 Qf6 39. Qf5 Qh6 40. Re1 Qh3 41. Ne4
1179176,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 Nxe4 10. dxe5 Be6 11. Be3 Qd7 12. Nbd2 Nc5 13. Bc2 Bg4 14. Qb1 h6 15. h3 Be6 16. b4 Na4 17. Bxa4 bxa4 18. Qc2 Bf5 19. Qxa4 Nxe5 20. Qxd7 Nxd7 21. Nd4 Be6 22. N2b3 c5 23. bxc5 Rfc8 24. c6 Nb8 25. Bd2 Nxc6 26. Nxe6 fxe6 27. Rxe6 Kf7 28. Rae1 Rd8 29. h4 Nb4 30. Nd4 Nxa2
1179727,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. g3 Bf5 14. d4 Qd7 15. Be3 Rae8 16. Nd2 Bg4 17. Qc2 Bf5 18. Qc1 Re7 19. Nf3 Bg4 20. Nh4 Rfe8 21. Qd2 h6 22. Qd3 g6 23. Bd1 Bh3 24. Bf3 g5 25. Ng2 Bf5 26. Qd1 Nf6 27. a4 Ne4 28. axb5 axb5 29. Ra6 Qb7 30. Qa1 Bc8 31. Ra8 Bb8 32. Bc1 Nf6 33. Rxe7 Rxe7 34. Qa3 Rd7 35. Ra5 Ba7 36. Ne3 Qc7 37. Nf5 c5 38. Nxh6+ Kh7 39. Bxg5
1180340,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 Qf5 16. Nd2 Qg6 17. Re1 f5 18. f4 Bxf4 19. Qf3 Bb8 20. Bxd5+ cxd5 21. Nb3 Bb7 22. Bf4 Ba7+ 23. d4 Rae8 24. Qf2 h6 25. Nd2 Qh5 26. Qf3 Qg6 27. h4 Re4 28. Qg2 Qh5 29. Nxe4 fxe4 30. Qe2 Qg6 31. h5 Qe8 32. Rf1 Bc8 33. Bd6 Rxf1+ 34. Rxf1 Qe6 35. Rf8+ Kh7 36. Qf2 Qg4 37. Rf7 e3 38. Qc2+
1180958,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re2 Bg4 14. f3 Bf5 15. g3 Qc7 16. Kf2 Qd7 17. Bxd5 cxd5 18. Nd2 Bd3 19. Re3 Bg6 20. Nf1 a5 21. a3
1181373,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. d4 fxg2 12. Bg5 Bd6 13. Qf3 h6 14. Bxf6 Qxf6 15. Qxf6 gxf6 16. Nd2 Kh8 17. Ne4 Be7 18. Ng3 Bd6 19. Re4 Bxg3 20. hxg3 Kg7 21. Re7 Bh3 22. Kh2 Bg4 23. Kxg2 Rac8 24. Rh1 Rce8 25. Rhe1 Rc8 26. Bc2 Kh8 27. d5 a5 28. b3 Bh5 29. Rh1
1181877,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. d3 Bf5 14. Nd2 Nf4 15. Ne4 Nxd3 16. Bg5 Qd7 17. Nxd6 Qxd6 18. Bc2 Qg6 19. Bxd3 Bxd3 20. Be3
1182286,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qh4 15. g3 Qh3 16. Nd2 Rae8 17. Ne4 Bg4 18. Qg2 Qxg2+ 19. Kxg2 f5 20. h3 Bh5 21. g4 fxg4 22. hxg4 Bxg4 23. a4 b4 24. c4 Nf4+ 25. Bxf4 Bxf4 26. c5+ Kh8
1182772,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qh4 15. g3 Qh3 16. Bxd5 cxd5 17. Qxd5 Rad8 18. Qg2 Qh5 19. Be3 Bxd3 20. Nd2 Bf5 21. Qc6 Bh3 22. a4 Bb8 23. axb5 axb5 24. Ra5 Bd7 25. Qc5 Qg6 26. Qg5 Qd3 27. Bd4 f6 28. Qd5+ Kh8 29. Nb3 Rde8 30. Raa1 Bg4 31. Nc5 Rxe1+ 32. Rxe1 Qd2 33. Qe4 h5 34. Kg2 Bd6 35. h3 Bc8 36. Re2 Qg5 37. Ne6 Bxe6 38. Qxe6 Bb8 39. h4 Qg6 40. Qd5
1183406,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. d3 Bf5 14. Nd2 Nf4 15. Ne4 Nxd3 16. Bg5 Qd7 17. Nxd6 Qxd6 18. Qd2 Qg6 19. Re3 Qxg5 20. Rxd3 Qxd2 21. Rxd2 Rfd8 22. Rxd8+ Rxd8 23. Rd1 Rxd1+ 24. Bxd1 a5 25. f4 Kf8 26. Kf2 Ke7 27. Ke3 Kd6 28. a3 f6 29. b4 axb4 30. axb4 h6 31. Kd4 g5 32. g3 Bg6 33. Bf3 Bf5 34. Bh5 Bb1 35. Bf3 Bg6
1183998,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Qf1 Qxf1+ 17. Kxf1 Bf5 18. Nd2 h6 19. Re1 Rae8 20. Nf3 g4 21. Bxh6 gxf3 22. Bxf8 Kxf8 23. Rxe8+ Kxe8 24. a4 Bd3+ 25. Kg1 f5 26. axb5 axb5 27. Ra8+ Ke7 28. Bxd5 cxd5 29. h4 Kf7 30. h5 Bf8 31. Ra6 Kg7 32. Ra8 Kf7 33. Rd8 Bc4 34. Rd7+ Kf6 35. Rd8 Bh6 36. Rg8 Kf7 37. Rg6 Bc1 38. g4 fxg4 39. Rxg4 Bd3 40. b3 Bd2 41. Rh4 Kg7 42. h6+ Kh7 43. Rh5 Be4 44. c4 bxc4 45. bxc4 dxc4 46. Re5 Bg6
1184702,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. g3 Bd6 13. Re1 Re8 14. d4 Ra7 15. Bd2 Rae7 16. Na3 Rxe1+ 17. Bxe1 Bxa3 18. bxa3 Qe7 19. a4 Bh3 20. Bc2 Qe6 21. Bd2 Nf6 22. Bd3 Qd5 23. Bf1 Bxf1 24. Qxf1 Ne4 25. Qd3 Nc5 26. Qc2 Nxa4 27. Re1 Rxe1+ 28. Bxe1 Nb6 29. Bd2 h6 30. Bf4 Qc4 31. Qe4 Na4 32. Qe8+ Kh7 33. Qe4+ g6 34. Qe8 g5 35. Be5 Qe6 36. Qh8+ Kg6 37. Qg8+ Kf5 38. f3 Qd5 39. g4+
1185336,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qe2 Bg4 16. Qf1 Qh5 17. Nd2 Rae8 18. f3 Bh3 19. Qf2 Rxe1+ 20. Qxe1 Nf6 21. Qf2 Re8 22. Nf1 Qg6 23. Bd2 h5 24. Re1 Rxe1 25. Bxe1 Qb1 26. a4 Kf8 27. axb5 axb5 28. Ne3 c5 29. Nd1 c4 30. Bc2 Qa1 31. b3 cxb3 32. Bxb3 Be6 33. Bxe6 Qxd1 34. Bf5 Nd5 35. Bc2 Qa1 36. Qd2 b4 37. c4 b3 38. Bxb3 Bb4 39. Qd1 Qxd1 40. Bxd1 Bxe1 41. cxd5 Ke7 42. Kf1 Bc3 43. h4 Bxd4 44. f4 g6 45. Ba4 Kd6 46. Ke2 Kxd5 47. Bb3+ Ke4 48. Bxf7
1186072,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Qf1 Qh5 17. Nd2 f5 18. Bd1 Qh6 19. Re1 f4 20. Ne4 Bc7 21. Bd2 Kh8 22. Qe2 Bf5 23. Qh5 Qxh5 24. Bxh5 Bxe4 25. Rxe4 fxg3 26. fxg3 Nf6 27. Re7 Bxg3 28. hxg3 Nxh5 29. Kg2 g4 30. Rh1 Rae8 31. Bg5 Rxe7 32. Bxe7 Re8 33. Bd6 Ng7 34. Be5 Re6 35. Kf2 Kg8 36. Ke3 Rg6 37. Kf4 Ne6+ 38. Kf5 Ng7+ 39. Bxg7 Kxg7 40. Rh5 Rf6+ 41. Kxg4 Rf2 42. Rg5+ Kf6 43. Rc5 a5 44. Rxc6+ Ke7 45. Rc7+ Kf6 46. Rxh7 Rxb2 47. Rh6+ Ke7 48. Rb6 a4 49. Kf4 Kd7 50. c4 Rb4 51. Rb7+ Ke6 52. Rb6+ Kd7 53. Rb7+ Ke6 54. cxb5 Rxd4+ 55. Ke3 Rb4 56. Ra7 Rxb5 57. Rxa4 Rb2 58. Kf3 Kf5 59. Rf4+ Kg5 60. a4 Rb3+ 61. Kg2 Ra3 62. Rb4 Ra1 63. g4 Ra3 64. Kf2 Kf6 65. Re4 Rd3 66. Ke2 Rd5 67. Rb4 Ra5 68. Kf3 Ra8 69. Rf4+ Kg6 70. Ke3 Kg5 71. Rd4 Ra7 72. Kd3 Ra8 73. Kc3 Kf6 74. Re4 Rb8 75. a5 Rb1 76. Ra4
1187134,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 exd4 10. e5 Ne4 11. cxd4 Bg4 12. Nc3 Nxc3 13. bxc3 Qd7 14. a4 Rab8 15. axb5 axb5 16. h3 Bh5 17. Bf4 Nd8 18. g4 Ne6 19. Bg3 Bg6 20. Qd2 Be4 21. Nh4 b4 22. Rxe4 dxe4 23. Nf5 bxc3 24. Qxc3 Bb4 25. Qc4 c6 26. Ra6 Rfc8 27. Ra4 Bf8 28. Bc2 Qd5 29. Qe2 g6 30. Bxe4 Qb5 31. Rc4 Rd8 32. Nd6 Bxd6 33. exd6 Nxd4 34. Qd3 Ne6 35. Rxc6 Nc5 36. Qxb5 Rxb5 37. Bd5 Nb7 38. Bf3 Na5 39. Rc7 Kg7 40. Kg2 Kf6 41. h4 h6 42. Be4 Ke6 43. Re7+ Kf6 44. Rc7 Ke6 45. Kh3 Nb3 46. Bd3 Rc5 47. Bc4+ Rxc4 48. Rxc4 Na5 49. Re4+ Kf6 50. Be5+ Ke6 51. Bc3+ Kd5 52. Re5+
1187917,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 Nf6 16. Rh4 Qd7 17. Bg5 Qf5 18. Bxf6 Qxf6 19. Nd2 Bd7 20. Ne4 Qg6 21. Nxd6 Qxd6 22. Qh5 h6 23. Re1 Be6 24. Bxe6 fxe6 25. Rg4 e5 26. Rxe5 Rf6 27. Rge4 Raf8 28. f4 Qc7 29. Re7 Qd6 30. Qe5 Qd8 31. Qc7 Qxc7 32. Rxc7 a5 33. Ree7 Rg6 34. Kf2 Rd8 35. h4 Rd5 36. Re8+ Kh7 37. Rcc8 Rf6 38. h5 Rxh5 39. g4 Rh2+ 40. Kg3 h5 41. Kxh2 hxg4 42. Kg3 Rf7 43. Rh8+ Kg6 44. Rxc6+ Rf6 45. Rxf6+ gxf6 46. Re8 Kf7 47. Re1 b4 48. d5 Kg7 49. d6 bxc3 50. d7 cxb2 51. d8=Q b1=Q 52. Re7+ Kg6 53. Qe8+ Kh6 54. Qh8+ Qh7 55. Qxh7#
1188713,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qh4 15. g3 Qh3 16. Nd2 Rae8 17. Ne4 Bg4 18. Qg2 Qxg2+ 19. Kxg2 f5 20. Bf4 Bxf4 21. gxf4 fxe4 22. dxe4 Bf3+
1189148,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qe2 Bd7 16. Qf1 Qh5 17. Nd2 Rae8 18. Ne4 Bh3 19. Bd1 Qf5 20. Qd3 Qg6 21. Bd2 Bf5 22. Bf3 Bf4 23. Bxf4 Nxf4 24. Qd2 Nh3+ 25. Kg2 Rxe4 26. Bxe4 Bxe4+ 27. Rxe4 Qxe4+ 28. Kxh3 Re8 29. Qf4 Qe2 30. Kg2 h6 31. b4 Qc2 32. Qc1 Re2 33. Qxc2 Rxc2 34. a4 Rxc3 35. axb5 axb5 36. Ra8+ Kh7 37. d5 cxd5 38. Rb8 Rb3 39. Rxb5 Kg6 40. Rxd5
1189796,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qh4 15. g3 Qh3 16. Nd2 Rae8 17. Ne4 Bg4 18. Qg2 Qxg2+ 19. Kxg2 f5 20. h3 Bh5 21. g4 fxg4 22. hxg4 Bxg4 23. a4 Bb8 24. axb5 axb5 25. Ra6 Bd7 26. Bd2 Re6 27. Re3 Rg6+ 28. Ng3 Rgf6 29. Ne4 Rg6+ 30. Ng3 Rgf6 31. Ne4 Rg6+
1190337,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. Bxd5 cxd5 19. Qf1 Qh5 20. Qg2 Rfe8 21. a4 b4 22. Rec1 Bh3 23. Qf3 Bg4 24. Qg2 Rf6 25. Re1 Bh3 26. Qh1 Qf5 27. f4 Qd3 28. Qf3 Rfe6 29. Nf1 Bxf1 30. Qxf1 Qxf1+
1190873,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 Nxe4 10. dxe5 Be6 11. Nd4 Nxd4 12. cxd4 Bb4 13. f3 Ng5 14. h4 Nh3+ 15. gxh3 Qxh4 16. Re2 f6 17. Bd2 Qxd4+ 18. Be3 Qxe5 19. Nc3 Rad8 20. Qd4 Qg3+ 21. Rg2 Qd6 22. Rd1 c5 23. Qh4 Bxc3 24. bxc3 Rd7 25. Bc2 f5 26. Bf4 Qc6 27. Be5 Rff7 28. Qh6 d4 29. cxd4 Qd5 30. Qf4 c4 31. Kh2 Kf8 32. Rdg1 Qc6 33. Bxg7+ Rxg7 34. Qb8+
1191441,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 exd4 10. e5 Ne4 11. cxd4 Bg4 12. Nc3 Bxf3 13. gxf3 Nxc3 14. bxc3 f5 15. Kh1 Na5 16. Bc2 Kh8 17. Rg1 Qd7 18. Bg5 Bxg5 19. Rxg5 Nc6 20. Qc1 Qe6 21. f4 Ne7 22. a4 c6 23. Bd3 Rac8 24. Qe3 Rb8 25. Be2 Rb7 26. Rag1 Rg8 27. Bd3 a5 28. Ra1 b4 29. cxb4 Rxb4 30. Rgg1 Qh6 31. Rgb1
1191977,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Re8 15. Be3 Bxd3 16. Nd2 Bg6 17. Bd4 Rxe1+ 18. Rxe1 Qd7 19. h4 h5 20. Nf1 Nf4 21. g3 Nd3 22. Re2 Re8 23. Rd2 c5 24. Be3 c4 25. Bd1 Qe6 26. Bd4 Qh3 27. Re2 Re6 28. b3 Kh7 29. bxc4 bxc4 30. Rxe6 Qxe6 31. Ne3 Be5 32. Bxe5 Nxe5 33. Qd5 Qf6 34. Be2 Nd3
1192544,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Qf3 Bf5 17. Bc2 Nf4 18. Bxf4 Bxe4 19. Bxe4 gxf4 20. Bxc6 Rac8 21. Nd2 Kh8 22. Bb7 Rb8 23. Bxa6 Rg8 24. Nf1 Rg6 25. Bb7 Rbg8 26. Qg2 fxg3 27. hxg3 Qh5 28. Bf3 Qg5 29. a4 f5 30. a5 f4 31. a6 fxg3 32. fxg3 Bxg3 33. Nxg3 Qe3+ 34. Kh2 Qf4 35. Rg1 Rh6+ 36. Qh3 Rxh3+ 37. Kxh3 Qxf3
