id,MaxEval,MinEval,FinalEval,W<=10,W<=25,W<=50,W<=100,W<=200,W<=500,W>500,B<=10,B<=25,B<=50,B<=100,B<=200,B<=500,B>500,Wprojection,Bprojection,DifProjection
0,81,-6153,-6153,21,13,13,13,9,2,0,44,18,10,6,4,2,0,1152,-38380,-37228
1168,99995,27,99995,13,3,5,3,1,0,0,15,5,7,3,4,0,1,17855,0,17855
1772,99999,3,99999,9,2,2,0,0,0,0,9,5,0,1,0,0,1,3851,0,3851
2129,133,-972,-972,9,3,2,0,1,0,1,8,6,1,2,1,0,0,2030,-1888,142
2522,109,-1187,-1187,9,2,2,0,0,3,0,15,2,1,1,0,0,0,1406,-6327,-4921
2924,1142,12,1142,14,9,6,7,1,1,0,22,4,13,7,5,1,0,28599,0,28599
3711,159,-947,-940,10,2,0,0,0,0,1,10,5,3,0,0,0,0,2204,-1887,317
4099,824,-10,802,10,2,1,1,1,0,0,11,2,1,2,4,1,0,12262,-10,12252
4534,1020,19,953,10,5,4,5,0,1,0,15,5,4,5,5,1,0,28180,0,28180
5119,99999,-369,99999,24,5,6,12,3,1,0,26,5,9,7,5,4,1,14634,-10702,3932
5965,110,-99995,-724,8,9,5,0,4,1,1,18,6,4,3,3,0,1,1531,-9963,-8432
6550,217,-1414,-1220,10,9,7,6,6,3,0,22,5,3,10,4,1,0,2861,-14561,-11700
7231,275,-99998,13,12,2,5,1,2,3,2,19,4,3,1,3,0,2,2444,-6440,-3996
7780,93,-75,3,16,4,5,2,0,0,0,21,8,0,1,1,0,0,1764,-447,1317
8329,62,-1016,-20,20,8,2,1,1,0,1,28,6,1,2,0,0,1,1025,-2815,-1790
8962,75,-99998,-99998,14,3,6,5,1,1,1,16,10,6,2,0,0,1,1491,-6563,-5072
9564,76,-712,-687,7,5,4,1,1,1,0,15,5,2,0,0,0,0,1226,-6359,-5133
10000,1181,-24,1172,13,9,3,4,2,0,1,20,8,4,5,4,3,0,31270,-35,31235
10704,181,-74,0,12,14,9,6,0,0,0,18,15,9,4,1,0,0,3935,-1130,2805
11439,72,-99995,-246,11,6,8,5,3,3,1,22,5,7,0,3,3,1,1255,-26171,-24916
12123,839,15,814,13,6,7,2,3,0,0,14,9,5,5,5,1,0,19177,0,19177
12765,91,-14,-12,7,6,3,3,0,0,0,8,7,5,2,0,0,0,1872,-26,1846
13215,63,-93,8,11,7,2,3,0,0,0,13,3,7,1,0,0,0,801,-894,-93
13694,68,-99994,-1004,14,7,5,3,2,2,1,21,7,7,4,0,0,1,1289,-26665,-25376
14339,67,-718,-190,12,12,8,1,5,1,0,30,4,7,2,3,2,0,907,-24200,-23293
15076,64,-1155,-1155,10,4,0,1,0,3,0,11,9,0,1,0,0,0,1240,-7527,-6287
15490,771,29,757,9,5,4,3,1,1,0,14,5,5,2,3,2,0,15918,0,15918
16041,186,-1,0,10,6,2,1,2,0,0,10,6,4,2,1,0,0,3180,-1,3179
16513,150,-30,0,40,7,7,0,0,0,0,40,10,4,1,1,0,0,4404,-108,4296
17354,1113,27,1113,14,8,3,4,4,0,0,17,10,8,9,1,1,0,32228,0,32228
18103,934,-20,934,16,6,7,6,5,2,0,19,7,10,9,8,2,0,23762,-53,23709
18921,496,6,496,14,6,5,4,0,0,0,18,10,7,5,1,0,0,14059,0,14059
19573,263,-15,0,26,8,3,3,1,0,0,28,11,1,1,2,0,0,4123,-43,4080
20253,363,-219,95,20,8,9,6,3,1,0,30,10,7,3,5,1,0,12520,-941,11579
21064,169,-32,58,10,9,6,2,1,0,0,15,9,1,7,0,0,0,2884,-33,2851
21627,194,-72,150,9,6,2,2,0,0,0,12,3,6,1,1,0,0,1704,-305,1399
22105,1100,-156,917,22,11,5,5,3,1,2,35,11,6,5,8,0,2,42468,-726,41742
23077,113,-425,-1,19,7,7,15,4,0,0,33,4,6,8,8,0,0,1328,-19041,-17713
23959,73,-75,-75,4,1,4,2,0,0,0,8,3,3,0,0,0,0,1070,-133,937
24332,448,-836,-836,12,6,4,4,2,0,1,16,8,4,5,1,1,0,7837,-1708,6129
24915,787,0,748,16,11,15,7,6,0,0,31,12,15,5,7,2,0,56230,0,56230
25940,936,-75,932,20,8,7,0,1,0,0,26,8,2,3,2,1,0,12870,-79,12791
26623,941,-97,941,18,13,7,6,2,2,0,27,9,8,6,5,1,1,10226,-1483,8743
27464,150,-37,0,15,4,6,7,1,0,0,19,6,9,2,2,0,0,4142,-80,4062
28105,116,-64,18,10,5,3,3,0,0,0,14,5,2,4,0,0,0,1960,-116,1844
28597,80,-1234,-1234,17,11,7,10,3,0,0,32,6,9,6,0,0,0,1027,-32531,-31504
29392,130,-84,53,11,4,7,2,0,0,0,17,5,4,4,0,0,0,2526,-329,2197
29938,152,-137,0,34,13,10,4,5,0,0,45,10,9,5,6,0,0,2199,-3038,-839
33061,739,0,580,19,10,6,1,3,0,1,21,11,6,7,2,2,0,17493,0,17493
33818,641,-12,435,18,7,6,2,2,1,0,22,6,6,5,3,1,0,13231,-12,13219
34506,145,-72,0,17,9,6,5,0,0,0,24,7,3,7,0,0,0,2156,-986,1170
35172,149,-81,0,17,7,5,2,0,0,0,17,9,4,1,1,0,0,2643,-438,2205
35741,68,-445,-7,18,10,3,4,1,2,0,19,8,7,2,3,1,0,1414,-3921,-2507
36410,185,-804,-804,13,9,3,6,3,1,0,24,5,3,5,1,0,0,2073,-8882,-6809
37026,987,-77,783,10,4,3,3,3,1,0,11,7,5,2,2,1,1,6993,-84,6909
37548,66,-48,35,5,4,1,2,0,0,0,6,4,1,1,1,0,0,1044,-124,920
37893,258,-671,7,24,7,5,4,8,2,1,28,8,8,6,6,3,1,4069,-3320,749
38770,124,-80,0,20,7,3,3,2,0,0,22,7,7,1,1,0,0,2638,-480,2158
39430,177,-150,3,16,5,13,2,1,0,0,23,8,9,4,1,0,0,2377,-2321,56
40132,135,-6,20,9,7,4,2,0,0,0,19,6,1,1,1,0,0,2648,-6,2642
40650,75,-99998,-99998,10,2,4,2,1,1,3,17,4,6,0,0,0,0,1660,-10616,-8956
41142,1036,-925,1036,9,8,6,7,2,3,0,20,4,7,10,2,4,1,23910,-8984,14926
41876,760,-112,162,27,10,9,12,5,1,0,37,16,9,12,5,1,0,33214,-929,32285
42980,909,-103,904,8,8,5,3,0,0,0,12,4,6,3,0,1,1,5235,-1527,3708
43485,1238,-105,1228,11,3,5,2,2,1,0,11,6,2,2,3,2,1,7418,-849,6569
43988,552,-153,552,12,4,5,3,2,1,0,20,6,5,7,1,0,1,10080,-473,9607
44646,125,-82,-62,11,9,4,5,0,0,0,19,13,1,3,0,0,0,3089,-1075,2014
45251,1009,-39,879,11,5,5,7,3,2,0,15,6,6,3,7,3,0,20227,-75,20152
45886,66,-99996,-99996,14,7,6,4,3,1,1,26,6,4,4,2,0,0,1036,-13743,-12707
46544,796,-4,796,22,8,11,4,1,0,0,33,12,10,5,2,1,0,16619,-7,16612
47455,100000,-76,100000,10,5,6,3,2,0,0,18,7,4,6,3,0,1,15775,-322,15453
48094,93,-99996,-99996,8,10,3,6,3,3,2,17,10,8,3,2,1,0,1631,-28721,-27090
48761,732,-69,732,15,10,6,1,1,0,0,21,7,6,3,2,1,0,8942,-347,8595
49424,99997,0,99997,13,6,1,1,1,0,0,13,5,1,2,1,3,1,22423,0,22423
49918,656,-15,577,13,5,2,4,2,0,0,12,7,2,5,1,2,0,9541,-21,9520
50448,71,-1007,-982,9,5,5,7,5,2,0,25,4,3,4,3,1,0,811,-22419,-21608
51088,233,-115,0,33,7,8,2,1,1,0,42,6,3,2,4,0,0,2798,-367,2431
51945,432,-486,-460,12,5,3,4,2,2,0,17,9,5,6,1,0,0,6446,-7378,-932
52580,99996,-71,99996,10,6,3,5,2,1,0,13,6,4,2,5,2,2,24307,-155,24152
53172,86,-216,-216,4,7,1,0,2,1,0,8,6,1,1,1,0,0,775,-1286,-511
53574,199,-6,0,7,5,1,1,1,0,0,11,2,1,3,0,0,0,1432,-6,1426
53969,409,-409,2,15,7,4,4,4,3,0,21,5,3,5,7,1,0,3797,-3964,-167
54659,307,-853,-853,11,5,5,8,7,0,0,19,7,6,6,3,0,0,6989,-16209,-9220
55326,71,-150,0,15,8,3,5,0,0,0,15,10,7,1,1,0,0,794,-3307,-2513
55926,122,-86,29,18,9,1,3,1,0,0,18,7,5,2,1,0,0,1927,-1023,904
56496,112,-1371,-1194,12,6,1,1,4,4,1,15,12,2,1,0,3,0,1432,-14299,-12867
57055,99990,-94,1176,9,8,5,7,1,0,1,13,6,6,7,3,1,1,17930,-303,17627
57680,928,19,898,9,8,4,2,1,0,0,14,3,3,7,2,1,0,13689,0,13689
58200,99994,23,99994,8,5,5,2,2,1,0,11,3,6,3,2,1,2,12596,0,12596
58704,246,-594,0,39,13,9,1,4,0,0,48,15,4,4,1,0,1,6179,-4639,1540
59742,156,-2139,-2139,4,8,7,2,1,3,2,13,7,2,5,4,0,0,3082,-7959,-4877
60291,66,-1009,-987,13,3,10,6,5,3,0,22,9,4,6,6,0,0,957,-39456,-38499
61006,991,-215,991,8,7,6,5,4,2,0,16,7,5,8,4,3,0,18517,-3709,14808
61699,916,-5,916,9,10,6,2,1,0,0,18,6,8,8,2,0,0,19174,-5,19169
62384,285,-70,-30,14,11,6,1,2,0,0,17,9,6,1,3,0,0,5845,-115,5730
62973,1012,33,780,12,5,4,4,2,1,0,13,4,7,6,4,1,0,22319,0,22319
63572,163,-142,143,8,3,3,2,1,0,0,9,4,3,0,3,0,0,2446,-142,2304
63978,1075,25,1075,12,7,3,1,3,0,0,9,4,9,5,6,0,0,26560,0,26560
64547,103,-71,0,10,6,2,3,0,0,0,14,6,2,2,0,0,0,1842,-294,1548
65010,1551,-96,1551,22,11,5,6,1,0,0,27,14,8,6,1,2,0,23740,-803,22937
65869,896,-40,874,16,8,6,1,2,1,0,19,13,4,4,4,1,0,20398,-70,20328
66573,1167,-64,1167,13,7,2,2,1,1,0,18,3,12,5,5,0,0,27722,-154,27568
67249,229,0,0,14,4,4,1,1,0,0,16,4,3,3,1,0,0,2641,0,2641
67750,99997,-162,99997,18,8,10,10,4,5,0,23,14,7,12,10,3,1,32235,-617,31618
68746,84,-1048,-859,11,13,9,8,5,1,0,29,8,8,4,4,1,0,822,-37928,-37106
69533,359,-29,0,21,9,1,3,0,1,0,28,7,2,3,1,0,0,5157,-31,5126
70188,87,0,8,13,5,2,0,0,0,0,11,8,2,0,0,0,0,2025,0,2025
70628,65,-790,-790,8,4,3,2,1,2,0,18,2,4,0,1,0,0,1174,-4258,-3084
71675,724,-241,600,13,5,5,3,4,1,0,22,5,6,2,2,2,1,10101,-742,9359
72326,729,-54,729,15,8,7,5,0,0,0,30,6,4,4,2,1,0,8605,-354,8251
73039,101,-526,-526,12,8,6,3,1,2,0,28,2,3,2,4,1,0,1662,-7082,-5420
73702,96,-99996,-1408,14,6,3,6,4,4,3,26,7,2,3,1,1,3,1580,-31246,-29666
74377,642,-72,614,12,5,7,1,0,0,0,19,6,3,3,1,1,0,11521,-136,11385
74949,821,-109,784,12,7,4,0,4,0,1,21,5,2,3,2,2,1,8397,-759,7638
75547,702,14,702,7,4,3,0,2,0,0,7,3,4,1,4,1,0,8599,0,8599
75954,846,-18,0,24,7,3,5,2,1,1,24,7,4,7,2,2,0,14959,-18,14941
76675,206,-802,-742,10,6,3,2,1,0,1,14,6,2,3,1,1,0,3001,-8839,-5838
77166,218,0,0,12,3,1,0,2,0,0,19,1,1,0,2,0,0,2065,0,2065
77635,66,-846,0,44,5,5,5,4,2,0,54,6,3,3,4,1,1,1593,-11494,-9901
78655,76,-1307,-1307,9,7,6,1,1,1,1,18,6,4,0,1,0,0,1728,-8717,-6989
79164,136,-234,0,27,8,11,5,3,0,0,34,9,3,6,4,0,0,2240,-3849,-1609
80001,98,-738,-738,13,1,2,1,0,2,0,17,1,3,1,0,0,0,1573,-3149,-1576
80437,769,0,731,14,7,8,3,0,1,0,19,5,5,6,4,1,0,24520,0,24520
81073,74,-243,-41,52,9,8,6,0,1,0,64,9,5,5,3,0,0,1459,-8746,-7287
82250,93,-174,0,12,3,4,1,1,0,0,15,3,2,1,0,1,0,1453,-431,1022
82701,214,-449,121,16,8,9,10,7,2,0,19,13,9,6,6,4,0,2892,-9381,-6489
83534,233,-99997,-1337,14,10,7,6,3,6,1,27,12,4,5,5,2,1,2371,-37108,-34737
84362,645,-77,626,10,8,3,2,4,0,0,17,6,2,3,2,1,1,8075,-128,7947
84935,78,-770,-694,7,11,2,15,3,0,0,25,5,5,5,4,0,0,1145,-20745,-19600
85647,78,-743,-743,11,5,2,2,3,3,0,14,5,5,2,2,1,0,1259,-7257,-5998
86157,1162,0,723,15,4,5,5,2,1,1,22,2,3,8,7,2,0,27220,0,27220
86857,75,-714,-714,8,7,5,3,4,1,0,17,8,2,1,1,1,0,1310,-9585,-8275
87390,756,1,483,10,8,2,6,2,2,0,16,10,3,8,4,1,0,27003,0,27003
88064,487,-40,487,17,6,4,3,3,0,0,20,7,3,6,2,1,0,10566,-40,10526
88700,656,-10,0,17,2,3,2,1,2,1,21,5,3,3,0,3,0,8678,-26,8652
89318,184,0,9,15,9,6,4,0,0,0,22,11,5,2,1,0,0,5237,0,5237
90806,58,-350,0,15,6,2,1,2,0,0,19,6,2,1,0,1,0,1203,-1804,-601
91344,194,0,12,11,9,4,1,2,0,0,18,5,5,1,2,0,0,3217,0,3217
91897,175,-55,4,38,17,5,5,1,0,0,39,18,8,6,1,0,0,5305,-69,5236
92918,936,-8,931,14,13,1,6,2,0,0,18,12,4,9,2,0,0,23521,-8,23513
93637,99994,0,99994,12,8,3,2,1,1,1,14,2,5,3,5,2,3,25128,0,25128
94214,332,-790,-790,7,10,2,1,1,3,1,11,4,6,0,1,4,0,2705,-1900,805
94702,61,-99998,-99998,15,7,4,1,2,1,2,24,6,6,1,1,1,0,1108,-23230,-22122
95349,78,-99989,-99989,10,5,1,3,1,4,1,18,4,1,1,0,3,0,1060,-15161,-14101
95845,367,-925,-548,14,4,7,4,3,1,3,18,6,7,2,3,3,2,3076,-22332,-19256
96506,99998,0,99998,14,5,9,1,2,1,0,14,6,7,6,3,2,1,29705,0,29705
97179,82,-810,-809,10,4,6,3,4,0,0,16,8,4,1,0,0,0,1417,-12560,-11143
97707,309,-340,-3,26,8,4,3,3,2,0,24,12,5,4,4,1,0,5757,-2322,3435
98481,854,10,742,13,7,1,5,1,0,0,16,8,9,2,2,1,0,17583,0,17583
99124,72,-71,0,22,8,4,2,1,0,0,30,5,2,1,2,0,0,1864,-438,1426
99780,81,-65,0,19,15,10,2,0,0,0,31,12,7,3,0,0,0,2996,-541,2455
100593,268,-73,0,30,11,9,10,1,0,0,39,12,8,7,2,0,0,8481,-95,8386
101581,112,-15,0,15,5,2,1,0,0,0,15,5,4,1,0,0,0,2056,-15,2041
102072,349,9,304,15,10,2,1,0,0,0,21,6,3,3,1,0,0,7629,0,7629
102655,949,-40,949,21,10,7,2,2,0,0,26,7,7,7,4,1,0,22809,-57,22752
103458,99997,-15,766,11,7,0,2,2,2,1,12,4,6,1,3,3,1,17926,-22,17904
103983,66,-902,-843,10,3,1,0,0,1,2,10,8,0,0,0,0,1,1310,-6710,-5400
104374,680,-9,673,20,14,8,5,1,0,0,21,14,8,8,2,1,0,24778,-9,24769
105176,75,-99997,-99997,17,3,7,3,7,0,1,18,11,3,7,0,1,0,1408,-18528,-17120
105821,272,0,0,19,8,11,4,2,0,0,24,8,7,4,4,0,0,7776,0,7776
106553,194,-39,194,14,4,3,2,1,0,0,12,8,5,3,2,0,0,3204,-61,3143
107089,71,-28,0,24,9,2,1,0,0,0,26,7,3,0,0,0,0,1707,-42,1665
107706,156,5,25,19,11,4,1,0,0,0,23,12,4,0,1,0,0,5209,0,5209
108361,106,-54,0,34,9,4,2,0,0,0,34,11,6,1,0,0,0,2006,-472,1534
109165,510,-1,1,14,13,5,3,0,1,0,21,8,5,5,2,0,0,6290,-1,6289
109815,82,-923,-923,19,11,7,10,2,2,0,40,7,11,3,0,2,0,1904,-26534,-24630
110732,68,-878,-875,12,8,3,3,1,2,0,21,10,2,1,1,0,0,1524,-5654,-4130
111848,68,-43,-6,16,8,2,0,1,0,0,17,9,2,1,0,0,0,1752,-144,1608
112376,201,-179,58,6,6,2,2,2,0,0,10,5,6,0,2,0,0,1772,-515,1257
112840,145,-584,0,17,4,3,1,2,0,1,17,5,5,3,0,0,1,2380,-605,1775
113398,187,-71,62,11,5,7,2,0,0,0,19,8,1,2,1,0,0,3829,-344,3485
113943,63,-117,-117,12,3,1,0,1,0,0,15,4,0,0,0,0,0,1086,-599,487
114375,206,-10,14,17,9,4,0,1,0,0,17,10,4,3,0,0,0,4829,-10,4819
114972,84,-41,0,17,8,3,2,0,0,0,20,10,2,2,0,0,0,2033,-73,1960
115573,926,-220,926,20,9,4,2,2,0,0,19,12,6,3,3,1,0,7693,-1625,6068
116263,63,-99998,-99998,8,7,3,4,2,1,1,15,8,4,0,2,0,0,1025,-8765,-7740
116776,659,30,457,8,4,4,4,0,1,0,15,4,3,2,4,1,0,13322,0,13322
117291,67,-8,0,9,2,5,0,0,0,0,10,6,3,0,0,0,0,1323,-8,1315
117693,80,-600,-425,16,9,5,2,2,2,0,26,10,4,1,2,1,0,1638,-12346,-10708
118377,137,-48,76,27,12,7,2,2,0,0,34,11,6,4,3,0,0,5109,-124,4985
119226,60,-22,4,16,4,3,0,0,0,0,18,5,3,0,0,0,0,1149,-81,1068
119706,895,2,891,10,3,2,4,0,0,0,16,3,5,3,1,1,0,20898,0,20898
120248,99999,-1,99999,6,3,2,1,0,0,0,9,3,2,1,0,0,1,3982,-1,3981
120624,168,-139,-126,8,8,1,1,2,0,0,9,7,2,2,1,0,0,1450,-1556,-106
121063,65,-31,-2,8,4,2,0,0,0,0,7,5,1,1,0,0,0,898,-63,835
121420,56,-14,29,12,3,3,0,0,0,0,15,6,1,0,0,0,0,1066,-44,1022
121878,58,0,8,10,5,1,0,0,0,0,12,6,0,0,0,0,0,981,0,981
122286,107,-789,9,21,4,4,5,0,3,0,25,7,3,2,1,1,1,1362,-2077,-715
122931,750,0,750,14,8,4,5,4,1,0,23,13,5,7,4,1,0,35869,0,35869
123739,100000,0,100000,7,4,3,3,0,0,1,10,3,2,2,2,1,2,7868,0,7868
124172,84,-259,-257,7,3,3,1,1,0,0,12,4,1,1,0,0,0,1131,-897,234
125017,99985,-452,99985,14,10,4,8,4,2,1,20,7,4,7,5,5,3,17381,-5211,12170
125789,299,-109,275,10,14,4,6,0,0,0,21,7,3,6,2,1,0,4204,-850,3354
126454,824,-5,821,20,7,6,4,0,0,0,18,7,9,7,3,0,0,18736,-5,18731
127157,99999,-127,99999,25,12,17,12,7,3,0,38,11,17,15,7,2,2,58834,-758,58076
128402,81,-908,-908,14,11,5,5,1,1,0,18,12,8,2,0,0,0,2413,-5482,-3069
129033,1249,-112,1249,12,12,9,6,1,2,0,17,7,12,10,3,2,0,16697,-928,15769
129830,137,-927,-913,6,6,3,2,0,3,0,11,5,2,3,0,0,0,1166,-9286,-8120
130258,303,-814,-814,16,5,4,5,6,2,0,24,7,6,5,3,1,0,3966,-16675,-12709
130955,2232,24,1954,12,6,4,4,1,1,0,16,6,5,7,3,0,1,21912,0,21912
131584,101,-208,-89,10,4,3,4,4,0,0,11,4,5,5,2,0,0,1612,-1589,23
132078,69,-286,-115,9,2,5,2,1,0,0,12,2,5,0,0,1,0,1403,-1465,-62
132510,638,-5,638,18,7,9,0,0,1,0,22,6,7,4,2,1,0,15776,-5,15771
133190,492,-99994,-675,9,3,6,2,3,1,2,9,7,6,4,1,1,1,6597,-6494,103
133699,80,-912,-912,11,1,4,1,2,2,0,15,5,3,0,2,0,0,1416,-5867,-4451
134167,140,-88,0,13,4,2,0,2,0,0,16,5,0,3,0,1,0,2723,-159,2564
134646,72,-15,0,19,5,1,1,0,0,0,24,3,1,1,0,0,0,1703,-32,1671
135200,65,5,37,9,5,1,0,0,0,0,10,6,1,0,0,0,0,1332,0,1332
135611,1131,-98,1131,16,6,0,4,1,0,0,16,6,3,3,1,2,0,9391,-457,8934
136168,933,-159,895,9,3,6,6,4,1,0,12,12,4,2,6,2,0,16159,-765,15394
136794,96,-947,-921,3,3,4,1,2,1,1,9,4,3,3,0,0,0,1283,-4529,-3246
137184,702,-14,691,12,6,3,4,0,0,0,12,10,3,6,0,1,0,14959,-39,14920
137749,1298,-323,1298,25,8,7,8,3,5,1,31,7,9,10,3,7,0,29685,-1881,27804
138691,737,-29,730,19,3,4,1,0,0,0,19,5,3,1,2,0,1,5354,-86,5268
139238,181,-283,39,13,5,6,2,4,1,0,16,6,4,4,4,1,0,3171,-3239,-68
139821,186,-99993,-1165,11,3,9,6,7,6,3,18,7,3,8,2,7,2,2796,-30101,-27305
140544,571,-12,557,13,6,6,2,0,0,0,9,10,7,1,1,1,0,9415,-12,9403
141066,811,0,678,7,6,6,2,2,1,0,10,6,3,3,3,2,0,13404,0,13404
141569,162,-99986,-690,10,6,0,2,2,4,1,17,2,2,5,0,0,1,1309,-16819,-15510
142047,122,0,122,6,6,3,0,0,0,0,14,4,1,2,0,0,0,1719,0,1719
142476,62,-25,-25,12,7,3,0,0,0,0,15,5,2,0,0,0,0,1091,-73,1018
142932,531,-1,531,10,5,1,0,0,0,0,12,4,1,3,1,0,0,4593,-1,4592
143364,180,-99999,-99999,5,5,0,2,1,1,1,9,3,2,0,2,0,1,1843,-3014,-1171
143739,70,-883,-883,12,3,3,1,0,3,0,19,4,2,0,1,0,0,983,-15145,-14162
144222,551,-99998,-99998,6,2,6,5,0,1,2,14,4,1,3,3,1,0,3751,-18169,-14418
144720,58,-112,-88,13,3,3,2,0,0,0,14,5,2,0,0,0,0,1184,-830,354
145168,495,-4,0,36,7,1,4,1,1,0,43,7,3,3,2,0,0,5135,-4,5131
146042,220,-641,-596,11,8,7,4,5,1,1,15,12,4,3,3,2,0,1797,-10969,-9172
146706,99995,-22,99995,11,9,4,1,0,0,0,13,12,3,2,1,1,1,14665,-36,14629
147291,1179,-53,871,11,6,3,3,2,1,1,12,6,1,6,5,2,1,14416,-53,14363
147869,508,-1429,-1032,12,5,6,2,3,6,2,23,2,5,3,1,2,3,2289,-18955,-16666
148524,292,-99998,-99998,13,7,9,8,3,2,2,27,8,4,4,4,0,1,2454,-24505,-22051
149269,563,-62,478,13,10,7,7,2,0,0,20,3,8,4,8,0,0,10566,-340,10226
149955,76,-765,-737,16,5,4,4,1,2,1,22,9,3,2,1,2,0,1509,-5689,-4180
150602,726,-19,707,11,7,3,1,0,0,0,11,9,1,3,0,2,0,6892,-37,6855
151115,78,-730,0,15,2,10,8,5,2,0,20,8,6,11,4,2,0,1161,-21859,-20698
152917,252,-125,21,23,15,8,5,5,1,0,29,14,6,5,5,2,0,5833,-486,5347
153800,737,5,737,13,2,5,3,0,0,0,9,3,4,3,3,1,0,6708,0,6708
154242,1890,-38,1890,19,15,6,10,5,1,0,25,13,11,9,7,4,0,23774,-81,23693
155224,924,-35,924,31,20,6,2,0,0,0,40,16,4,3,3,1,0,11995,-99,11896
156186,76,-114,0,29,8,1,2,0,0,0,31,9,2,1,0,0,0,1289,-1198,91
156885,321,-15,166,16,9,3,0,2,0,0,17,5,11,1,0,0,0,6286,-25,6261
157473,234,-783,-600,13,5,4,3,6,0,1,23,6,6,2,2,0,1,2931,-7242,-4311
158120,91,-1101,-1101,10,6,2,3,1,2,1,18,5,3,2,2,0,0,1536,-10675,-9139
158640,86,-219,0,12,7,6,3,2,0,0,13,12,6,1,2,0,0,1528,-1976,-448
159212,237,-13,171,6,7,3,3,0,0,0,13,7,5,1,1,0,0,4384,-25,4359
159699,1581,0,1581,10,2,3,3,1,0,0,8,2,3,6,2,3,0,12630,0,12630
160174,973,-57,909,13,6,9,2,2,1,0,16,8,5,4,1,0,2,9165,-244,8921
160784,470,-1243,-1243,4,3,4,3,1,3,0,10,6,1,2,0,1,0,1349,-6895,-5546
161201,100000,-47,100000,15,8,3,1,1,0,0,13,10,2,5,1,1,1,10581,-89,10492
161792,768,-8,719,16,8,2,2,1,1,0,18,7,4,3,3,1,0,15098,-8,15090
162408,371,-650,0,22,8,12,8,5,1,0,30,7,11,9,3,1,1,9196,-5219,3977
163320,888,-52,876,11,13,4,4,1,0,0,17,7,7,7,3,0,0,21827,-52,21775
163961,221,-416,0,10,6,2,1,1,2,0,12,5,2,1,2,1,0,2193,-2049,144
164429,383,0,0,36,6,11,7,1,1,0,47,5,8,7,3,0,0,17445,0,17445
165434,74,-681,-84,10,6,5,2,0,1,0,20,4,3,1,0,0,1,1174,-4701,-3527
165994,959,-341,898,25,3,7,6,5,1,0,24,12,9,10,5,2,0,44754,-1848,42906
166897,247,-19,0,12,6,4,1,0,1,0,19,7,2,2,1,0,0,2615,-26,2589
167447,61,-224,-2,22,5,2,2,1,0,0,30,4,2,2,1,0,0,1548,-1373,175
168085,203,-1001,-1000,10,11,6,6,4,3,1,25,10,4,2,4,3,0,1599,-32065,-30466
168832,102,-868,-863,13,4,2,2,4,4,0,13,10,5,2,0,2,0,1357,-14420,-13063
169381,413,-40,413,11,6,0,1,3,0,0,17,6,2,1,2,1,0,6377,-40,6337
169893,425,-39,-6,18,11,6,7,2,0,0,27,12,7,2,4,0,0,12269,-52,12217
170686,934,-391,934,13,4,4,1,2,1,0,22,0,7,3,1,3,0,11643,-4225,7418
171299,953,-301,953,7,9,8,4,2,1,0,11,5,12,4,3,2,0,6238,-5232,1006
171933,71,-1500,-1500,12,12,10,10,3,1,0,34,11,3,2,1,3,0,1155,-45464,-44309
172722,211,-992,-992,13,8,6,6,1,4,0,17,8,6,5,3,1,0,2247,-23550,-21303
173397,245,-99997,-99997,8,3,3,2,2,1,4,13,3,5,1,1,1,2,2487,-18469,-15982
173883,173,-99992,-99992,14,8,2,3,2,1,1,18,6,6,4,2,0,0,4066,-2612,1454
174488,475,-34,447,7,7,7,1,1,0,0,15,9,4,2,2,1,0,13630,-66,13564
175072,73,-568,-221,9,3,1,3,1,2,0,15,3,2,1,1,1,0,861,-5878,-5017
175531,1110,-69,1110,21,8,6,4,0,0,0,22,7,13,6,3,0,0,32520,-252,32268
176332,216,-185,-52,27,9,4,3,3,0,0,26,14,7,2,2,0,0,3581,-1024,2557
177135,122,-146,13,19,9,2,1,1,0,0,26,10,2,2,1,0,0,2592,-877,1715
177823,152,-300,0,13,12,0,2,2,2,0,17,11,6,1,1,1,0,3443,-1780,1663
178462,365,-99992,-974,16,3,5,5,5,3,1,18,11,4,7,2,1,1,6700,-11042,-4342
179135,767,-449,-61,15,4,4,4,3,1,2,18,10,1,4,2,1,2,4827,-1756,3071
179771,639,10,639,10,10,3,0,1,1,0,10,8,8,2,2,1,0,12551,0,12551
180330,73,-267,-28,8,13,1,3,2,0,0,21,5,5,2,1,0,0,1522,-4612,-3090
180917,689,32,689,9,3,0,3,2,0,0,10,3,1,6,0,0,1,12520,0,12520
181369,185,-313,0,17,10,4,4,1,1,0,20,4,6,5,1,1,0,3039,-358,2681
181999,69,-38,0,16,8,4,1,0,0,0,20,5,4,1,0,0,0,1329,-122,1207
182552,1492,-31,728,19,4,5,6,2,1,1,23,7,8,8,2,3,0,25075,-69,25006
183339,64,-202,0,25,8,7,2,3,0,0,30,6,9,3,2,1,0,1498,-4357,-2859
184134,673,17,543,13,7,1,2,7,0,0,18,7,6,3,5,2,0,25039,0,25039
184786,959,-7,916,11,6,2,1,1,1,0,14,5,3,2,2,2,0,12299,-7,12292
185301,989,-77,989,17,9,4,3,2,1,0,18,8,13,7,2,2,0,26773,-77,26696
186658,196,-83,13,11,8,3,2,1,0,0,15,6,7,2,0,0,0,2775,-437,2338
