id,MaxEval,MinEval,FinalEval,W<=10,W<=25,W<=50,W<=100,W<=200,W<=500,W>500,B<=10,B<=25,B<=50,B<=100,B<=200,B<=500,B>500,Wprojection,Bprojection,DifProjection
482479,140,-74,-6,13,6,5,5,2,0,0,20,3,6,4,2,0,0,2366,-213,2153
483082,139,-137,0,28,3,6,2,2,0,0,25,7,5,4,1,0,0,1848,-255,1593
483778,187,-399,0,14,13,10,3,2,3,0,29,7,11,6,3,2,0,2075,-13863,-11788
484636,165,-99999,-99999,8,7,2,8,3,4,2,18,7,6,2,4,0,1,1853,-26076,-24223
485262,116,-802,-802,11,12,5,3,4,1,0,18,9,9,0,3,0,0,2171,-15768,-13597
485908,88,-99999,-99999,9,3,3,1,0,3,3,11,6,2,2,0,0,2,1183,-16021,-14838
486363,595,-1157,-1157,13,6,7,6,5,2,1,18,11,7,4,3,1,1,6828,-4084,2744
487069,117,-99,29,24,9,2,4,2,0,0,32,9,4,0,3,0,0,2463,-559,1904
487821,1314,-773,937,23,10,11,15,10,7,2,37,12,17,15,13,5,2,66405,-942,65463
489193,75,-2221,-2221,19,8,14,4,4,1,1,25,17,8,6,0,0,0,1491,-25482,-23991
490753,183,-563,-460,8,8,6,4,1,2,1,14,5,6,3,4,0,1,3282,-2789,493
491316,534,-198,520,7,12,5,1,2,0,0,13,5,5,2,3,1,0,3682,-472,3210
491839,99999,-46,99999,13,4,5,2,3,0,0,18,6,3,2,4,2,1,23676,-71,23605
492453,730,21,730,20,6,9,4,2,1,0,22,8,11,4,4,3,0,31181,0,31181
493237,426,-52,426,12,6,7,2,0,0,0,13,7,4,3,0,1,0,3989,-365,3624
493759,70,-1347,-1347,22,13,11,5,5,3,0,35,13,6,6,2,1,0,1283,-28433,-27150
494664,940,-34,477,9,7,3,3,1,1,1,14,8,3,1,2,2,1,8327,-142,8185
495208,98,-765,-730,12,5,6,3,4,1,0,19,11,3,5,0,1,0,1960,-17188,-15228
495836,65,-643,0,13,1,2,2,1,0,1,18,2,1,0,1,2,0,1274,-3625,-2351
496303,90,-927,-912,13,5,8,5,4,1,0,27,6,7,2,3,0,0,2145,-15734,-13589
496998,93,-100000,-100000,9,3,1,0,0,1,1,10,6,1,0,1,0,0,1558,-5583,-4025
497385,1120,-3,1106,20,12,12,3,2,0,0,29,12,8,9,3,1,0,26521,-4,26517
498281,111,-878,-878,14,8,5,2,0,0,1,19,4,8,2,0,0,0,1978,-1926,52
498862,600,-30,491,8,6,3,2,2,1,0,12,5,5,2,2,1,1,9491,-32,9459
499381,99998,0,846,16,7,10,1,1,1,2,16,7,9,7,1,2,2,19485,0,19485
500079,99997,2,1187,12,6,4,1,2,0,1,14,5,6,2,3,1,2,21777,0,21777
500659,425,0,232,16,7,3,1,2,1,0,18,5,5,5,1,1,0,5956,0,5956
501246,703,-800,444,7,4,4,4,3,1,1,15,3,4,3,4,1,1,8659,-830,7829
501787,345,-99994,-1066,14,3,2,3,1,2,3,19,1,7,3,0,1,2,3518,-14952,-11434
502333,141,-194,0,23,7,5,3,2,0,0,29,5,8,1,1,1,0,1745,-2183,-438
503026,1484,-61,1484,10,5,4,4,0,0,0,14,6,2,4,3,1,1,13984,-225,13759
503585,772,15,742,14,5,4,3,0,0,0,20,6,3,2,2,1,0,12377,0,12377
504179,462,-529,-529,10,7,5,6,2,1,1,16,7,7,2,1,1,1,2252,-8838,-6586
504766,72,-22,0,13,3,3,1,0,0,0,18,5,1,2,0,0,0,1839,-24,1815
505260,549,-118,549,11,9,3,0,2,0,0,13,6,4,2,2,1,0,3196,-1071,2125
505766,67,-99999,-99999,9,5,4,0,2,1,1,12,6,2,1,1,1,0,1136,-5640,-4504
506227,182,-182,84,11,6,5,4,0,1,0,15,9,1,5,0,1,0,3141,-273,2868
506773,59,-890,-885,5,4,3,0,0,1,1,13,2,1,0,0,0,0,825,-3924,-3099
507138,99995,-197,99995,15,7,2,2,2,1,0,15,8,5,3,3,2,2,35332,-1021,34311
507774,62,-63,-12,13,5,3,2,0,0,0,14,6,5,0,0,0,0,1586,-180,1406
508269,177,-112,-97,8,2,4,2,2,0,0,8,7,3,0,0,1,0,1395,-330,1065
508678,74,-650,-650,4,8,4,7,1,2,0,15,3,8,2,3,0,0,879,-11964,-11085
509218,1803,-121,1803,7,4,3,1,2,0,0,8,5,2,4,3,2,0,13202,-225,12977
509703,99999,28,99999,9,2,2,1,0,0,0,7,3,4,1,0,0,1,3779,0,3779
510068,112,-11,0,29,4,3,0,1,0,0,29,8,3,0,0,0,0,1463,-26,1437
510732,168,-1021,-1012,12,6,2,4,2,3,0,18,6,2,3,2,0,0,1291,-11784,-10493
512765,1293,-54,262,10,8,0,3,1,2,1,12,4,1,6,0,1,2,5709,-97,5612
513264,67,-112,0,11,6,2,0,1,0,0,12,7,2,2,0,0,0,1238,-463,775
513723,104,-99994,-99994,14,3,2,2,1,1,1,20,3,5,0,0,0,0,1758,-11499,-9741
514226,453,-156,0,40,24,10,7,2,4,0,54,16,5,10,8,3,0,15767,-454,15313
515540,1516,-8,1319,18,6,3,5,3,0,0,20,10,2,6,2,2,1,15198,-8,15190
516221,776,-8,751,16,14,4,0,1,0,0,20,8,8,6,2,0,0,17335,-19,17316
516902,910,-90,910,21,9,6,4,1,0,0,30,7,6,2,3,2,0,10406,-738,9668
517664,231,-874,-874,20,7,3,2,1,1,1,28,5,4,2,1,0,0,3703,-13633,-9930
518330,93,-38,0,11,6,4,3,0,0,0,16,6,3,3,0,0,0,1990,-96,1894
518874,95,-908,-763,7,4,2,1,3,3,1,11,4,4,2,2,1,1,1293,-9544,-8251
519367,66,-858,-828,9,2,2,3,1,4,0,15,3,2,2,0,2,0,1063,-9079,-8016
519827,198,-191,92,26,7,8,3,1,0,0,33,4,7,3,2,0,0,3050,-1428,1622
520593,99994,-91,99994,18,7,3,5,0,2,0,16,9,5,5,3,2,1,14170,-280,13890
521249,374,22,303,20,8,4,2,0,0,0,13,8,7,6,0,0,0,8269,0,8269
521831,101,-104,0,47,8,6,1,1,0,0,56,8,5,1,1,0,0,2046,-2365,-319
522879,125,-1722,-1715,9,11,10,10,2,3,1,34,9,5,5,3,0,1,2468,-32849,-30381
523707,146,-99991,-99991,8,1,5,1,3,0,2,12,4,4,2,1,0,0,1107,-14281,-13174
525341,168,-59,0,27,11,12,5,1,0,0,31,15,13,1,1,0,0,4580,-525,4055
526246,776,-16,716,7,4,8,2,1,0,0,11,4,5,7,4,0,0,21213,-16,21197
526797,1265,-148,1265,13,7,3,4,2,2,0,14,9,5,4,3,1,2,15776,-241,15535
527426,450,-444,-37,15,9,7,4,2,6,0,23,6,4,3,7,4,0,6058,-2250,3808
528165,99998,6,99998,7,9,5,2,1,1,0,12,6,2,8,4,0,3,23377,0,23377
528762,95,-88,0,10,3,2,1,1,0,0,10,8,1,1,0,0,0,1250,-200,1050
529184,158,-24,154,8,1,3,0,1,0,0,7,4,5,0,1,0,0,2215,-24,2191
529566,551,23,489,9,3,5,1,1,1,0,5,5,4,3,5,0,0,8876,0,8876
530004,585,-3,567,15,9,7,4,1,0,0,15,11,6,4,3,1,0,15843,-3,15840
530645,196,-11,0,29,4,3,4,3,0,0,28,6,5,2,3,0,0,2758,-21,2737
531365,109,-96,-91,6,8,5,2,2,0,0,15,6,5,2,0,0,0,1736,-1049,687
531877,935,-29,931,22,16,8,8,3,1,0,26,13,9,13,6,1,0,44049,-73,43976
532849,890,26,890,8,11,2,1,1,1,0,8,9,4,7,2,2,0,16577,0,16577
533416,2552,-16,2552,12,2,2,3,1,0,0,13,4,3,3,2,1,2,23872,-16,23856
533921,1058,-59,-52,14,11,7,8,2,1,1,19,12,11,7,2,3,0,28670,-217,28453
534746,790,0,790,12,3,6,1,0,0,0,13,8,2,1,1,0,1,5001,0,5001
535233,231,0,12,29,6,4,1,2,0,0,34,10,2,2,1,0,0,5215,0,5215
535999,2167,0,2167,5,9,5,1,1,0,0,10,5,6,6,2,3,0,23691,0,23691
536560,82,-676,-650,16,8,2,4,3,2,1,16,12,10,2,0,2,0,1241,-14125,-12884
537247,1303,-134,1303,17,5,10,3,2,0,0,24,6,4,4,4,2,0,10318,-514,9804
537935,343,-215,212,20,12,5,6,4,1,0,26,12,7,8,2,2,0,11353,-251,11102
538781,325,-11,0,21,8,5,5,3,0,0,23,8,12,2,3,0,0,7456,-17,7439
539515,185,-227,0,17,6,4,2,1,0,0,18,9,2,4,0,1,0,3262,-465,2797
540100,97,-1115,-1115,12,6,1,2,0,3,0,14,9,6,0,0,0,0,1746,-8248,-6502
540620,99996,26,1130,11,4,5,3,1,1,2,12,3,6,0,6,3,2,30027,0,30027
541185,760,-144,697,11,10,5,6,3,0,0,11,9,7,6,3,2,0,12516,-1268,11248
541809,133,-203,-11,12,13,4,2,2,0,0,19,9,5,1,3,0,0,3415,-1116,2299
542418,177,-322,-36,13,9,8,4,3,1,0,19,6,5,5,5,1,0,3121,-3434,-313
543076,875,0,875,26,12,3,1,2,0,0,27,11,4,7,3,0,0,13784,0,13784
543867,70,-99995,-99995,8,5,2,4,1,0,2,15,4,3,1,1,0,0,1282,-10495,-9213
544318,565,-172,0,38,4,9,5,2,2,0,41,8,4,5,4,1,0,7517,-2049,5468
545234,99993,3,99991,17,4,5,0,3,2,1,19,6,3,2,6,2,2,32617,0,32617
545895,166,-99996,-99996,4,4,1,2,1,3,3,12,4,2,1,4,0,0,1727,-8028,-6301
546344,206,-454,-366,14,3,0,6,1,1,0,15,4,6,3,0,0,0,1906,-7810,-5904
546869,99,-534,-310,16,7,4,4,0,2,0,22,8,2,3,2,0,0,1635,-5915,-4280
547492,74,-10,0,13,5,3,1,0,0,0,17,6,2,0,0,0,0,1499,-10,1489
547983,63,-973,-945,11,3,3,2,2,1,1,12,7,3,3,0,0,0,961,-10752,-9791
548446,129,-912,-912,12,2,5,0,2,2,0,17,5,3,2,1,0,0,1732,-7759,-6027
548962,171,-995,-995,12,7,7,4,3,1,0,22,10,5,2,1,0,0,1755,-23358,-21603
549620,144,-291,-122,19,3,5,2,2,0,0,17,8,4,2,0,1,0,2409,-2732,-323
550189,87,-99998,-1172,7,4,1,1,1,1,3,15,3,1,1,0,0,2,955,-13954,-12999
550616,163,-472,0,16,6,3,2,3,0,1,21,7,6,3,1,1,0,3312,-1182,2130
551267,70,-923,-923,10,6,6,5,3,1,0,25,7,1,1,2,1,0,1375,-16879,-15504
551884,110,-745,-721,12,6,6,3,3,1,0,24,8,4,3,1,0,0,1634,-23042,-21408
554460,65,0,0,8,5,2,0,0,0,0,10,4,1,0,0,0,0,1324,0,1324
554837,114,-831,-561,11,7,6,5,4,1,0,18,8,9,4,0,1,0,1987,-5981,-3994
555471,723,-203,723,21,8,8,3,2,1,0,25,8,3,7,8,0,0,17786,-545,17241
556239,914,-43,887,19,9,8,7,1,1,0,22,6,15,10,3,1,0,22872,-243,22629
557076,1101,1,222,12,3,3,1,2,0,1,10,8,3,3,1,0,1,4867,0,4867
557562,220,-9,0,22,9,5,2,1,0,0,26,11,2,3,1,0,0,4432,-39,4393
558270,435,5,29,10,5,4,6,3,0,0,17,11,3,4,0,1,0,9201,0,9201
558888,99998,-102,99998,22,9,1,0,2,1,0,21,8,2,4,1,1,2,9670,-204,9466
559516,1247,-16,1227,12,11,3,1,2,1,1,18,8,6,5,3,2,1,17491,-33,17458
560205,73,-99999,-1094,7,2,2,4,1,1,2,10,5,3,2,0,0,1,1007,-11170,-10163
560635,99989,0,99989,10,5,8,5,2,2,0,21,7,8,3,7,3,1,29645,0,29645
561402,70,-811,-811,10,4,4,2,2,1,0,14,6,5,1,0,0,0,1303,-10975,-9672
561901,966,-76,966,12,6,6,5,1,1,0,11,8,7,2,7,1,0,24336,-130,24206
562506,227,-523,0,17,14,6,7,3,2,0,29,13,7,4,3,1,1,2228,-6464,-4236
563371,99996,0,1762,21,5,10,2,5,0,2,26,5,4,6,6,2,2,45702,0,45702
564167,617,-788,-761,21,12,8,4,2,2,1,25,13,12,6,3,0,0,10741,-11942,-1201
565040,820,-209,820,8,7,8,7,3,0,0,19,8,4,7,5,2,0,14894,-2700,12194
565749,202,-1018,-1018,7,3,0,1,1,2,1,7,6,1,4,1,0,0,1560,-5694,-4134
566136,156,-1751,-1751,14,6,9,6,2,1,0,23,8,7,6,0,0,0,1857,-18473,-16616
566823,68,-1208,-1208,6,1,4,1,0,3,0,13,2,3,0,1,0,0,1169,-8119,-6950
567214,219,-45,219,4,11,1,1,0,0,0,7,5,4,1,1,0,0,1097,-258,839
567601,103,-515,0,50,12,4,3,1,2,0,57,8,4,3,1,2,0,1764,-3048,-1284
568689,105,-250,-1,15,9,6,4,1,2,0,21,12,7,2,2,1,0,1924,-5856,-3932
569391,716,-115,716,10,8,3,2,1,1,0,18,5,2,3,2,0,1,11821,-284,11537
569930,827,-100,821,8,7,7,2,2,1,0,8,4,4,6,2,3,0,7393,-162,7231
570435,395,18,251,3,7,3,0,4,1,0,4,6,2,1,4,2,0,4175,0,4175
570829,882,-696,862,16,4,0,6,6,4,0,22,5,6,2,3,4,1,6983,-8945,-1962
571519,82,-1061,-1053,5,7,3,4,3,1,0,12,9,4,1,0,0,0,956,-14245,-13289
571979,85,0,0,12,3,4,0,0,0,0,15,5,2,0,0,0,0,1566,0,1566
572423,669,-619,-24,19,8,11,7,4,2,2,28,2,14,7,5,2,2,11517,-4546,6971
573291,237,-1479,-1479,15,6,6,4,3,3,0,25,6,2,1,6,0,0,1758,-38950,-37192
573949,142,-159,0,29,5,4,4,2,0,0,25,13,5,5,0,0,0,2189,-2371,-182
574713,165,-1653,-1564,10,6,9,8,7,9,0,27,8,8,4,3,7,0,1789,-39927,-38138
575569,99989,24,99989,11,6,0,1,1,0,0,11,8,2,3,4,2,1,23040,0,23040
576119,535,-17,0,51,15,5,1,1,1,0,76,14,4,3,1,1,0,16013,-41,15972
577449,445,-32,445,14,5,7,2,0,1,0,25,6,2,4,1,1,0,6147,-99,6048
578095,750,21,41,19,12,10,8,2,2,0,33,12,7,11,3,1,0,23576,0,23576
579061,99998,14,99998,13,10,3,2,0,0,0,11,10,4,4,1,0,1,16361,0,16361
579615,500,-444,16,15,13,7,3,2,5,0,21,8,7,7,5,3,0,8398,-1472,6926
580386,185,-21,0,9,9,6,3,1,0,0,14,7,3,4,2,0,0,3430,-31,3399
580920,99996,-53,99995,19,5,7,2,1,0,0,17,8,10,1,2,2,1,20426,-119,20307
581575,720,-519,-519,24,11,9,7,2,2,1,39,6,9,10,3,1,0,16696,-9159,7537
582552,1261,-51,985,21,5,8,3,1,1,0,27,10,6,5,3,2,0,33516,-196,33320
583386,678,-1168,-1168,15,5,12,5,5,1,1,29,8,7,1,4,0,1,7449,-24468,-17019
584129,182,-99998,-99998,27,10,8,6,3,5,6,43,11,8,6,2,1,1,1822,-44120,-42298
585128,107,-61,-8,17,4,2,1,0,0,0,17,8,0,1,0,0,0,1988,-256,1732
585634,98,-848,-436,6,6,2,1,3,0,2,8,8,2,2,0,0,2,1425,-3631,-2206
586056,726,-20,726,10,7,3,1,1,0,0,18,4,1,6,0,1,0,7631,-28,7603
586598,89,-99994,-99994,11,4,2,3,0,2,1,16,7,1,2,1,0,0,1512,-7363,-5851
587085,112,-99990,-1316,12,4,3,6,6,5,0,22,7,5,2,6,2,1,1442,-40558,-39116
587814,898,0,631,15,5,7,0,4,2,0,16,8,5,5,2,3,0,8911,0,8911
588455,799,-140,142,12,7,9,7,6,1,1,17,6,7,10,7,3,0,11757,-1312,10445
589207,81,-99999,-99999,11,7,5,6,3,0,1,17,9,8,5,1,0,0,1620,-5137,-3517
589838,167,-99999,-99999,10,6,0,3,1,1,2,16,6,1,1,3,1,0,1845,-11472,-9627
590341,81,-391,-1,12,3,1,1,4,0,0,14,9,1,0,0,1,0,1491,-1158,333
590817,131,-162,0,31,9,6,2,2,0,0,39,15,1,2,1,0,0,2187,-2254,-67
591695,215,-1120,-1120,17,8,8,3,2,2,0,31,8,5,2,1,0,0,4483,-11099,-6616
592420,370,-802,-790,5,6,3,2,2,2,1,9,6,3,3,1,2,0,2925,-6485,-3560
592872,222,-99983,-99983,18,14,13,3,5,4,3,36,15,9,7,4,2,1,2343,-51926,-49583
593890,267,-287,-3,11,9,3,2,2,2,0,16,9,2,6,2,0,0,3760,-1872,1888
594507,182,-402,-387,11,5,6,9,3,1,0,19,4,7,4,4,0,0,3095,-4889,-1794
595127,210,-72,0,16,8,2,7,2,0,0,22,7,6,3,2,0,0,2970,-596,2374
595774,185,-1585,-1585,9,7,2,1,0,1,2,13,6,2,1,2,0,0,1563,-8767,-7204
596274,112,-807,-807,13,7,8,6,1,1,0,18,13,5,2,0,0,0,1432,-19904,-18472
596901,837,-118,603,11,6,8,6,2,1,0,16,9,5,3,1,4,0,10182,-409,9773
597535,94,0,0,7,5,1,1,0,0,0,14,2,0,1,0,0,0,1671,0,1671
597937,832,8,774,7,6,4,0,0,0,0,13,2,1,0,6,0,0,13484,0,13484
599755,795,3,762,17,6,6,2,1,1,0,18,9,3,6,4,1,0,19112,0,19112
601395,810,9,810,11,6,6,4,3,2,0,15,8,5,5,6,3,0,16376,0,16376
602073,57,-615,-615,6,4,4,5,4,1,0,13,5,8,1,1,1,0,574,-16024,-15450
602586,66,-99995,-99994,7,4,4,2,1,5,2,16,7,1,2,0,2,1,1031,-16673,-15642
603106,1073,-376,966,9,4,2,5,2,3,0,15,4,4,5,2,1,2,26968,-478,26490
603680,141,-617,-617,11,5,1,2,1,1,1,17,3,5,2,0,1,0,2096,-2044,52
604189,711,-97,48,8,6,5,4,4,1,1,13,4,8,4,3,0,2,4674,-630,4044
604754,657,0,570,14,9,4,3,3,1,0,25,5,5,10,4,0,0,33712,0,33712
605527,326,1,326,12,10,0,3,0,0,0,13,5,3,4,2,0,0,6153,0,6153
606027,364,-21,-4,23,11,8,2,2,1,0,29,10,6,4,3,0,0,5628,-79,5549
606817,144,-1265,-1265,5,2,3,0,1,0,1,11,4,1,1,0,0,0,1704,-4000,-2296
607210,1090,13,1087,14,5,5,1,1,1,0,13,11,4,5,1,2,0,22786,0,22786
607844,213,-17,-7,18,11,8,2,0,1,0,27,10,4,3,2,0,0,5813,-151,5662
608585,84,-949,-846,15,12,9,5,1,1,0,35,6,9,2,1,0,0,1239,-25954,-24715
609385,311,23,311,10,4,3,3,0,0,0,12,5,3,3,2,0,0,4562,0,4562
609863,174,-63,-27,12,4,4,1,0,1,0,12,5,4,3,0,0,0,2632,-107,2525
610347,98,-71,-71,6,5,0,2,0,0,0,6,6,1,0,0,0,0,1143,-76,1067
610730,667,-5,547,14,4,5,2,1,2,0,14,6,4,4,2,3,0,15482,-5,15477
611312,1194,0,1194,13,6,0,3,2,1,0,14,4,4,2,5,2,0,22712,0,22712
611862,63,-1226,-1226,18,10,5,8,3,2,0,35,5,5,3,1,3,0,893,-47077,-46184
612650,407,-99986,-99986,22,11,9,7,9,4,1,41,6,9,7,7,4,0,5463,-44750,-39287
613683,128,-58,-26,14,9,5,5,0,0,0,25,12,2,1,1,0,0,2558,-1107,1451
614333,100000,-46,100000,17,10,2,2,0,1,1,23,8,6,6,0,5,3,56539,-46,56493
615106,763,-100000,-100000,8,8,0,4,0,1,1,13,9,5,3,0,1,0,11330,-6154,5176
615646,99,-99999,-99999,14,7,3,8,6,2,1,29,11,2,6,1,1,1,2281,-23678,-21397
616413,100000,-566,100000,15,5,5,3,3,4,1,23,6,3,5,1,5,2,8226,-8880,-654
617125,824,22,790,11,10,5,1,0,0,0,11,8,5,4,2,1,0,15669,0,15669
617670,92,-99999,-99999,9,3,2,0,1,1,1,19,1,3,3,0,0,0,1338,-12910,-11572
618162,87,-1387,-1387,17,6,3,12,3,5,0,31,5,4,5,5,0,1,1510,-39183,-37673
618928,719,7,585,7,7,6,1,1,1,0,15,6,6,1,2,1,0,14537,0,14537
619483,99994,-508,1456,10,8,6,3,3,4,3,15,4,8,2,2,9,3,21464,-3079,18385
620167,1016,-59,1012,18,6,8,2,3,0,0,11,8,10,6,5,1,0,23061,-274,22787
620839,813,-166,813,8,4,3,1,1,0,0,14,6,2,2,1,1,0,7099,-292,6807
621340,66,-99995,-99995,8,7,1,2,2,1,2,15,8,1,0,1,1,0,1166,-11201,-10035
621820,87,-99997,-99997,10,3,1,3,1,3,3,13,5,3,1,2,0,2,1092,-15005,-13913
622308,75,-99998,-99998,17,1,5,3,1,3,1,27,4,3,0,0,1,0,1105,-29961,-28856
622896,134,-1000,-1000,11,2,2,1,1,0,1,17,1,1,1,1,0,0,1255,-4992,-3737
624488,1160,6,1110,18,14,10,4,0,0,0,30,9,10,4,6,0,0,25065,0,25065
625360,72,-100000,-100000,28,10,8,9,4,4,3,44,7,11,4,4,0,2,833,-102085,-101252
626371,145,-117,127,8,6,2,0,2,0,0,9,5,3,2,2,0,0,1589,-406,1183
626810,117,-53,0,18,3,4,2,1,0,0,20,3,5,4,0,0,0,2232,-227,2005
627376,177,-333,8,12,8,6,2,2,1,0,15,6,6,3,1,2,0,2165,-2026,139
627949,904,-560,904,16,9,7,3,0,1,0,21,10,4,2,3,2,1,9477,-3973,5504
628639,432,-176,428,11,2,4,1,3,1,0,8,4,5,2,4,1,0,3910,-757,3153
629104,67,-44,0,32,3,7,0,0,0,0,34,6,4,0,0,0,0,1344,-338,1006
629811,112,-754,-10,26,4,6,2,1,0,1,30,7,4,1,2,0,1,1557,-7750,-6193
630545,674,-264,674,12,7,7,7,6,5,0,14,10,7,6,9,4,0,7467,-2245,5222
631298,73,-100000,-100000,5,6,2,5,2,2,2,14,5,2,1,2,2,0,939,-13627,-12688
631801,159,-524,0,20,2,5,1,3,4,0,22,6,3,4,2,1,1,1980,-3218,-1238
632453,99997,-106,99997,13,7,2,0,1,0,0,13,4,3,1,3,2,1,10198,-107,10091
632965,887,-27,887,10,10,2,3,2,0,0,22,5,4,3,2,3,0,11682,-27,11655
633615,275,-1111,-1111,7,5,8,1,1,3,0,16,6,5,2,0,1,0,2222,-12748,-10526
634158,984,12,984,17,6,4,2,1,0,0,24,4,2,8,3,0,0,16651,0,16651
634824,99992,16,99992,9,2,3,1,1,0,0,12,2,5,2,1,1,1,13407,0,13407
635304,310,-92,-25,11,6,5,4,0,1,0,15,4,7,2,1,1,0,2771,-454,2317
635846,150,-100000,-100000,6,4,1,1,0,2,2,9,6,2,0,1,0,1,1031,-13088,-12057
636248,738,-116,738,12,7,3,4,4,2,0,14,6,11,3,3,2,1,15454,-256,15198
638086,764,0,0,15,9,3,0,2,2,1,16,6,8,5,3,2,0,17332,0,17332
638746,1137,-5,663,14,7,3,5,1,1,0,14,8,5,3,5,1,0,18234,-6,18228
639368,88,-74,21,12,8,10,5,0,0,0,22,6,10,2,1,0,0,2608,-292,2316
640039,129,-133,-15,20,11,5,1,1,0,0,29,7,3,1,2,0,0,2217,-485,1732
640751,739,0,739,24,16,7,3,0,0,0,30,14,6,9,1,0,0,24535,0,24535
643117,99998,-1101,-1017,8,2,6,1,1,3,2,9,4,4,3,0,3,2,2981,-4443,-1462
643577,356,-393,-45,10,2,2,2,3,3,0,11,7,3,2,4,0,1,2982,-985,1997
644093,636,-1119,-1119,12,11,4,7,6,3,4,19,7,6,5,7,6,1,10029,-20218,-10189
646079,857,0,857,7,12,5,3,3,2,0,21,9,11,4,5,1,0,28731,0,28731
646851,173,-99996,-99995,13,1,3,3,3,1,2,19,2,1,6,0,0,1,2139,-17566,-15427
647373,991,-1000,991,6,2,4,2,2,0,2,9,6,3,2,2,1,1,14955,-1930,13025
647830,707,-99999,-99999,6,5,7,5,5,1,4,21,2,6,3,5,3,0,15395,-7475,7920
648460,167,20,138,5,2,1,0,0,0,0,4,4,0,1,0,0,0,1240,0,1240
648759,555,-57,510,6,4,5,4,3,0,0,7,6,5,3,3,2,0,11149,-170,10979
650454,99990,20,99990,13,8,1,0,5,4,0,15,6,6,3,3,5,1,27329,0,27329
651086,84,0,66,8,2,3,0,0,0,0,10,4,2,1,0,0,0,1659,0,1659
651461,100,-113,7,33,8,3,1,0,0,0,37,11,2,1,0,0,0,1816,-1791,25
652235,99995,-169,932,16,5,3,1,3,1,1,19,9,4,5,1,1,1,11850,-964,10886
652889,157,-208,0,16,7,4,3,2,0,0,18,8,5,3,2,0,0,1913,-3844,-1931
653509,272,-821,272,11,3,8,4,3,3,0,20,5,3,6,1,2,1,1457,-28234,-26777
654117,1853,32,1853,6,10,6,3,5,0,0,11,10,7,3,7,2,1,35892,0,35892
654769,111,-466,-466,15,6,7,4,1,2,0,23,10,3,3,2,0,0,2014,-5269,-3255
655422,812,0,812,15,9,3,3,0,0,0,20,4,10,3,3,0,0,22012,0,22012
658521,143,0,0,14,8,0,1,0,0,0,18,6,1,2,0,0,0,1961,0,1961
659040,129,0,12,23,9,5,1,0,0,0,26,13,1,2,0,0,0,2804,0,2804
659723,82,-99998,-99998,11,5,2,3,2,0,1,20,7,1,1,1,0,0,1336,-10807,-9471
660270,396,14,319,7,5,3,1,0,0,0,10,5,1,1,2,0,0,4213,0,4213
661958,1075,11,950,16,12,5,4,1,0,0,26,8,7,9,1,1,0,29160,0,29160
662741,220,-549,-549,21,5,6,5,2,1,0,24,14,4,2,2,0,0,2114,-11561,-9447
663472,1712,-917,1712,13,5,9,3,0,5,0,17,10,3,3,3,5,2,17928,-7354,10574
664172,591,-648,99,15,9,6,5,6,5,1,27,5,4,7,9,6,1,12180,-5916,6264
665046,116,-1019,-1019,5,7,1,2,3,3,0,10,7,4,3,1,1,0,1757,-5609,-3852
665522,545,-476,545,12,6,5,1,1,3,0,11,8,6,3,0,2,1,2826,-2243,583
666074,895,-100000,-100000,14,6,9,7,3,1,1,20,10,10,3,3,1,1,5108,-9139,-4031
666805,216,0,216,10,6,1,0,0,0,0,10,6,2,0,1,0,0,2770,0,2770
667210,412,-572,-19,28,15,8,2,7,2,0,37,16,4,1,2,3,1,2306,-6271,-3965
668751,74,-21,-5,21,8,1,0,0,0,0,19,11,1,0,0,0,0,1500,-89,1411
669310,100,-207,-1,22,7,7,4,1,0,0,23,9,7,2,1,1,0,1521,-2854,-1333
670001,114,-99995,-99984,15,7,5,4,1,0,3,22,12,4,2,1,0,1,1641,-14100,-12459
670676,874,-149,874,19,6,7,6,1,1,0,21,4,7,7,5,2,0,18126,-1767,16359
671401,1486,-151,1486,19,9,8,5,4,0,0,21,13,10,11,3,1,0,27759,-823,26936
672281,99997,-285,99997,21,7,4,2,2,4,1,22,8,5,5,6,5,2,34710,-285,34425
673081,629,0,628,10,9,4,1,0,0,0,19,5,3,3,1,1,0,13981,0,13981
673624,102,0,88,15,2,2,0,0,0,0,21,2,1,1,0,0,0,1836,0,1836
674108,898,-31,757,8,9,3,3,2,0,0,10,6,2,6,3,2,0,13068,-53,13015
674632,920,-18,761,13,6,5,1,3,0,0,18,10,5,1,2,2,0,21930,-30,21900
675270,170,-642,-590,11,5,5,6,1,2,0,13,11,7,2,1,0,0,1267,-8399,-7132
675837,88,-1355,-1355,19,7,9,5,7,1,0,29,11,6,6,4,0,0,1902,-35641,-33739
676656,721,-333,445,21,11,9,6,0,6,0,35,10,10,4,4,4,1,27244,-3642,23602
678267,99998,-77,99998,16,12,5,5,1,2,0,20,8,9,0,4,2,1,7628,-278,7350
678962,65,-64,54,13,6,7,1,0,0,0,12,7,6,3,0,0,0,1783,-240,1543
679481,408,0,0,60,8,4,0,0,1,0,64,4,6,0,1,1,0,4307,0,4307
680555,410,-100000,-100000,16,8,8,2,3,2,2,31,7,5,2,2,1,1,3574,-29626,-26052
681314,114,-148,-50,10,9,4,1,2,0,0,12,7,3,2,2,0,0,1694,-460,1234
681820,75,-1933,-1800,7,3,2,1,2,1,1,11,4,4,0,1,0,0,1179,-3996,-2817
